name	genename	timepoint	switch	pvalueSwitch	experiment	FCdown	FCup
bmi1b	ENSDART00000135417.3	4	down	0.0103585795582113	MZspg	5.5hpf 6.0hpf	
pabpn1	ENSDART00000135426.2	4.5	up	0.00266020299295067	MZspg		
fam120c	ENSDART00000135430.2	3.5	down	0.000108651044363195	MZspg	4.0hpf	
st3gal5	ENSDART00000135449.3	4.5	down	0.00244539383701525	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
abcb6b	ENSDART00000135458.2	NA	none	0.158993097899285	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
zgc:86764	ENSDART00000135472.2	4	down	0.000320862950205392	MZspg		
si:ch211-10d23.5	ENSDART00000135473.2	5.5	up	0.0366100756750009	MZspg		
syne2b	ENSDART00000135510.3	2.5	up	0.0785975344110502	MZspg		5.0hpf
si:ch211-202f5.3	ENSDART00000135520.4	2.5	up	0.082279457295667	MZspg		
nrip1a	ENSDART00000135540.2	5.5	up	0.0481507176650791	MZspg		
rbbp8l	ENSDART00000135551.4	2.5	up	0.0772903795509454	MZspg		2.5hpf 3.5hpf 6.0hpf
rbm47	ENSDART00000135552.2	5.5	up	0.000329485158798715	MZspg		
lonrf1	ENSDART00000135556.4	3	up	0.121986581653292	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
si:dkeyp-2e4.5	ENSDART00000135573.2	2.5	down	0.0867296672190954	MZspg	2.5hpf 3.0hpf 3.5hpf	
fam192a	ENSDART00000135590.2	4.5	up	0.036527510094115	MZspg		
sobpb	ENSDART00000135618.3	4	down	0.000438334202235713	MZspg		6.0hpf
si:dkey-193b15.8	ENSDART00000135624.3	5	up	0.0222847570642634	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf
si:ch1073-104i17.1	ENSDART00000135639.2	4.5	up	0.00475218170336722	MZspg		
si:ch211-113e8.10	ENSDART00000135647.4	5	up	0.000323456443350412	MZspg		
ldlrad4a	ENSDART00000135706.3	3.5	down	0.00016027400643992	MZspg	3.5hpf 4.0hpf	
clk4b	ENSDART00000135736.2	4.5	up	0.0335490810053927	MZspg		6.0hpf 6.0hpf
znf1042	ENSDART00000135750.3	5	up	0.00685319469998835	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
nrd1a	ENSDART00000135754.2	5.5	down	0.0728535926288491	MZspg		
lrp1ba	ENSDART00000135768.3	4	down	0.00840793864323897	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
slc12a8	ENSDART00000135774.3	5	down	0.013691382298101	MZspg	2.5hpf 3.0hpf 3.5hpf 5.0hpf 5.5hpf 6.0hpf	
plcg1	ENSDART00000135781.2	5.5	down	0.0198672586274909	MZspg	6.0hpf	
selenoj	ENSDART00000135783.4	5.5	up	0.0142358773954127	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
selenon	ENSDART00000135794.3	4.5	up	0.0231795184561733	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf	
BX323586.2	ENSDART00000135805.2	5.5	down	0.0808344035450519	MZspg		
ireb2	ENSDART00000135808.2	3.5	down	0.000442234320414681	MZspg		
pde6b	ENSDART00000135816.3	5.5	down	0.0205204478860972	MZspg		
flna	ENSDART00000135820.3	3	up	0.140678397160139	MZspg	2.5hpf 3.0hpf 3.5hpf 4.5hpf 5.5hpf 6.0hpf	
mfsd6b	ENSDART00000135821.2	4	down	0.00503785834363479	MZspg		
dock5	ENSDART00000135834.3	2.5	up	0.106427179895293	MZspg	6.0hpf	
si:dkeyp-117b11.3	ENSDART00000135835.2	4.5	up	0.0189899710304207	MZspg		2.5hpf 4.5hpf 5.5hpf
arpc5lb	ENSDART00000135855.3	4.5	down	0.0190707176440595	MZspg	5.0hpf	
fam118b	ENSDART00000135882.2	5.5	up	0.0020708839595196	MZspg	2.5hpf	
si:ch73-25f10.6	ENSDART00000135901.3	5	up	0.024962562623825	MZspg	4.5hpf 5.0hpf 5.5hpf	
map2	ENSDART00000135902.3	5.5	up	0.0799385687267693	MZspg		
mpzl1l	ENSDART00000135903.2	5.5	up	0.051834402470699	MZspg		
si:ch211-74m13.1	ENSDART00000135913.3	5.5	up	0.0485209206758258	MZspg	2.5hpf 3.0hpf 3.5hpf 4.5hpf 5.5hpf 6.0hpf	
amd1	ENSDART00000135919.2	5	up	0.11984431681733	MZspg		
Mar-08	ENSDART00000135920.2	5.5	down	0.0625614229658158	MZspg	4.0hpf 4.5hpf	
dhrs7b	ENSDART00000135924.2	5	down	0.0418903763850708	MZspg	6.0hpf	
vgll4a	ENSDART00000135933.4	5	up	0.0231455596882169	MZspg		2.5hpf 3.5hpf
jam2a	ENSDART00000135944.3	NA	none	0.174161227890082	MZspg		3.0hpf 4.5hpf 5.0hpf
nfyal	ENSDART00000135973.3	5.5	down	0.134625742461828	MZspg		
onecut3a	ENSDART00000135984.2	3.5	up	0.0447058193533704	MZspg	4.5hpf	5.5hpf 6.0hpf
hapln4	ENSDART00000136016.2	5.5	down	0.0163577061229676	MZspg	5.5hpf 6.0hpf	
nsun4	ENSDART00000136018.2	4	down	3.75527399522069e-05	MZspg		
ftr14l	ENSDART00000136024.2	5	up	0.00296296518247741	MZspg		5.0hpf 5.5hpf 6.0hpf
ppp1r3da	ENSDART00000136046.2	3.5	down	0.0024158620335385	MZspg		
znf395a	ENSDART00000136059.3	NA	none	0.165824801802035	MZspg		4.0hpf 4.5hpf 5.0hpf
b3gnt5b	ENSDART00000136074.2	4	down	0.0012129345505435	MZspg		
atf7b	ENSDART00000136076.3	2.5	down	0.126189700130814	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
efcab11	ENSDART00000136078.2	5.5	down	0.0637643872367274	MZspg	5.0hpf 5.5hpf 6.0hpf 6.0hpf	
mfhas1	ENSDART00000136084.2	5	down	0.140649541921868	MZspg		
CU693484.1	ENSDART00000136087.3	4.5	up	0.00104966109150662	MZspg	4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
tmem209	ENSDART00000136096.4	4	up	0.0415568642597922	MZspg		
ubap2a	ENSDART00000136103.3	2.5	down	0.116140623728533	MZspg		
si:ch211-148l7.4	ENSDART00000136104.3	5.5	down	0.0682821040701542	MZspg		
kdm6bb	ENSDART00000136123.4	2.5	up	0.0914249864622989	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
ptpn2a	ENSDART00000136168.3	3	up	0.148440724039252	MZspg		
si:dkey-29p10.4	ENSDART00000136172.2	5.5	down	0.026952168354565	MZspg		
dis3l2	ENSDART00000136180.3	5.5	down	0.0866881488325266	MZspg		
bloc1s4	ENSDART00000136187.2	4.5	up	0.0399601781856662	MZspg		
nnt2	ENSDART00000136189.2	5	up	0.0749851216655701	MZspg		5.0hpf 5.5hpf 6.0hpf
dtd2	ENSDART00000136199.2	2.5	up	0.117242576855772	MZspg		
rps19	ENSDART00000136205.2	4.5	up	0.0293343095943379	MZspg		
eny2	ENSDART00000136215.2	4	up	0.00139603419581114	MZspg		
galnt2	ENSDART00000136217.2	NA	none	0.15797186223983	MZspg	6.0hpf	
npr1a	ENSDART00000136244.3	3	up	0.122073421765879	MZspg	3.5hpf 4.0hpf 5.0hpf 5.5hpf 6.0hpf	
cux1a	ENSDART00000136245.3	3.5	down	0.000118012272378509	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
ppp2r5d	ENSDART00000136262.3	4.5	down	0.0214750346757085	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 6.0hpf	
si:ch211-146l10.7	ENSDART00000136274.2	5.5	up	0.123283851573991	MZspg		
mybl2a	ENSDART00000136287.2	5.5	up	0.0971897352979586	MZspg		
tmem64	ENSDART00000136289.3	4	down	0.0326861313405531	MZspg		
cthl	ENSDART00000136314.3	5.5	down	0.076441387478413	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
sema6d	ENSDART00000136361.2	5	down	0.0426874222562484	MZspg		
si:dkey-239h2.3	ENSDART00000136377.3	2.5	up	0.0719702255050866	MZspg	4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
si:ch211-210c8.7	ENSDART00000136386.3	5.5	down	0.123381508333463	MZspg		
si:ch211-263m18.4	ENSDART00000136392.2	NA	none	0.151691442974297	MZspg		3.0hpf 4.0hpf
hmga1a	ENSDART00000136394.2	3	up	0.0124110441616313	MZspg		3.0hpf 5.0hpf 5.5hpf 6.0hpf
cnbpa	ENSDART00000136399.3	2.5	up	0.0941141558520836	MZspg		
zgc:56585	ENSDART00000136402.3	2.5	up	0.0780470249818257	MZspg		6.0hpf
si:dkey-253d23.11	ENSDART00000136404.2	4.5	up	0.0369547229303921	MZspg		6.0hpf
epm2a	ENSDART00000136436.2	5	down	0.00712213212571855	MZspg		
Sep-06	ENSDART00000136442.3	2.5	up	0.0901221981056025	MZspg		
si:dkey-16p19.5	ENSDART00000136445.3	5	up	0.00654614642783191	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
si:dkey-161j23.7	ENSDART00000136447.2	5	down	0.0142617474229491	MZspg		
si:dkeyp-2e4.2	ENSDART00000136455.2	4.5	down	0.00066341977924933	MZspg		
cish	ENSDART00000136538.3	3.5	down	0.00568134182564273	MZspg		
si:ch211-225g23.1	ENSDART00000136539.2	3.5	down	0.00746062757068722	MZspg		
serinc2l	ENSDART00000136546.2	4.5	down	0.00472299171758217	MZspg		
klhl35	ENSDART00000136551.1	4.5	down	0.0421443089468789	MZspg		2.5hpf
si:ch211-209a2.2	ENSDART00000136553.2	2.5	up	0.0770367083060444	MZspg	3.0hpf 4.0hpf 4.5hpf	6.0hpf
akap1a	ENSDART00000136554.2	4.5	down	0.0372851677099728	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
tln2a	ENSDART00000136555.4	4	up	0.0539467263760572	MZspg		
si:dkeyp-82a1.6	ENSDART00000136561.2	4.5	up	0.137038297880123	MZspg	4.5hpf 5.0hpf 5.5hpf	
syn1	ENSDART00000136578.2	2.5	up	0.094877244324395	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
sema6dl	ENSDART00000136588.2	5	up	0.0458787418535563	MZspg		3.5hpf 4.0hpf 4.0hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 6.0hpf
arhgef11	ENSDART00000136594.3	4.5	down	0.017473887624316	MZspg		
nudt22	ENSDART00000136597.3	2.5	up	0.0746604278061882	MZspg	5.0hpf 5.5hpf 6.0hpf	
si:ch211-283h6.4	ENSDART00000136605.2	5	up	0.00158199690716254	MZspg		
kat6b	ENSDART00000136624.2	3.5	down	0.000988021729165345	MZspg	4.5hpf	
ndufa3	ENSDART00000136655.2	4.5	up	0.0573048775705701	MZspg		
selenom	ENSDART00000136656.2	2.5	up	0.0657220947508165	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 5.0hpf 5.5hpf 6.0hpf	
vrk3	ENSDART00000136657.4	4.5	up	0.0200776080609808	MZspg		
greb1l	ENSDART00000136660.2	2.5	up	0.0774358357928372	MZspg		6.0hpf
znf1170	ENSDART00000136686.2	5	up	0.00907629845531499	MZspg	3.0hpf	4.5hpf 5.0hpf 5.5hpf 6.0hpf
slf2	ENSDART00000136689.3	4.5	down	0.00243780806443394	MZspg		
cnot3b	ENSDART00000136697.3	2.5	down	0.0792475252890659	MZspg		
apbb1	ENSDART00000136709.3	4	up	0.0773242782975028	MZspg		
cdkn1a	ENSDART00000136722.2	2.5	up	0.0622276794367492	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
fkbp7	ENSDART00000136728.2	4.5	up	0.0584810128736634	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
BX649388.1	ENSDART00000136742.2	3.5	down	0.038300650866894	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf
prkx	ENSDART00000136761.3	4.5	down	0.0206143749084376	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
si:ch211-202h22.8	ENSDART00000136764.2	2.5	up	0.0758054696545026	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
dnajc5ga	ENSDART00000136771.3	3.5	down	0.0104008806495807	MZspg	4.0hpf	
abca4a	ENSDART00000136772.3	4.5	down	0.000976779906558867	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
samd10a	ENSDART00000136784.2	4.5	down	0.0134754891387378	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	
tjp2a	ENSDART00000136789.2	3	up	0.144298875078277	MZspg		
btbd10a	ENSDART00000136797.3	5	up	0.000268616137044764	MZspg		5.0hpf 5.5hpf 6.0hpf 6.0hpf
si:dkey-149m13.5	ENSDART00000136825.3	2.5	up	0.0755737351195217	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
FP016012.1	ENSDART00000136848.2	5	down	0.0133720502326355	MZspg		2.5hpf 3.5hpf 4.0hpf 4.5hpf
ece1	ENSDART00000136859.4	2.5	up	0.0752786794133851	MZspg	5.5hpf 6.0hpf	
zdhhc20b	ENSDART00000136860.2	4.5	down	0.00329323758020272	MZspg		
clasp2	ENSDART00000136873.3	2.5	down	0.0822819091644194	MZspg		
armc1l	ENSDART00000136910.2	5.5	up	0.1326801137134	MZspg		
acer1	ENSDART00000136911.2	2.5	up	0.0804394110120873	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
rp2	ENSDART00000136920.2	5.5	down	0.0684091979723274	MZspg	5.5hpf	
trak1a	ENSDART00000136936.3	4	down	0.000406872880044484	MZspg	5.0hpf	
pm20d1.1	ENSDART00000136967.3	5.5	down	0.0424411511532027	MZspg	6.0hpf	
si:dkey-182g1.2	ENSDART00000136969.2	3.5	down	0.0216758797118508	MZspg	3.5hpf 4.0hpf	
rev3l	ENSDART00000136987.4	2.5	up	0.0742077910081258	MZspg		
si:dkey-117m1.4	ENSDART00000136990.3	5.5	up	0.000272193988958835	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
irf2bp2a	ENSDART00000136991.2	3.5	down	0.00573725236123868	MZspg		
si:dkey-91m11.5	ENSDART00000137009.2	5.5	down	0.102364196052946	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf
kmt2ca	ENSDART00000137010.4	5	down	0.0120630105555323	MZspg	5.0hpf 5.5hpf 6.0hpf	
h3f3d	ENSDART00000137017.2	4.5	up	0.0356254382495134	MZspg		
bop1	ENSDART00000137020.5	4.5	up	0.00483554599033098	MZspg		
golga3	ENSDART00000137022.3	4.5	down	0.000111082945187135	MZspg	2.5hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf	
prpf31	ENSDART00000137029.2	2.5	up	0.076187350138572	MZspg		
klc1a	ENSDART00000137061.3	4	down	0.0243871883562309	MZspg	6.0hpf	
si:dkeyp-44b5.5	ENSDART00000137064.3	4.5	up	0.00612657006235329	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
kmt2d	ENSDART00000137103.2	2.5	up	0.093841157371036	MZspg		
selenow1	ENSDART00000137110.2	4.5	up	0.0241506900260724	MZspg		
si:ch211-57i17.2	ENSDART00000137116.4	2.5	up	0.0751048195181514	MZspg		5.5hpf
pard3bb	ENSDART00000137117.2	NA	none	0.157663098029128	MZspg	6.0hpf 6.0hpf	
ap1b1	ENSDART00000137128.3	4	down	0.00829136712621592	MZspg	5.0hpf	
si:ch211-134c9.2	ENSDART00000137138.2	4.5	up	0.0568941698277938	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
si:ch211-107m4.1	ENSDART00000137167.4	5	down	0.0114989019951162	MZspg		
dars2	ENSDART00000137170.3	4.5	down	0.00023193875336458	MZspg		
jag1a	ENSDART00000137172.3	2.5	down	0.104576920679692	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf	5.5hpf 6.0hpf
marveld2b	ENSDART00000137178.2	5	up	0.00383822158149283	MZspg	2.5hpf 3.0hpf 3.5hpf	
caly	ENSDART00000137179.2	4.5	up	0.00192333488657759	MZspg		
nemp2	ENSDART00000137187.2	4.5	up	0.0302586230952753	MZspg	6.0hpf	
swsap1	ENSDART00000137197.2	4.5	down	0.00331791926964053	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf
gpm6bb	ENSDART00000137214.3	3.5	up	0.104289600125058	MZspg		
CR759927.1	ENSDART00000137225.3	4.5	up	0.0169622384645204	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
si:rp71-80o10.4	ENSDART00000137228.2	5.5	down	0.0269141123840632	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
usp45	ENSDART00000137232.2	3.5	down	0.00373196086775829	MZspg		
hpcal1	ENSDART00000137236.3	5	down	0.0404449463499379	MZspg	6.0hpf	
sinhcafl	ENSDART00000137241.3	4.5	down	0.000461608188397244	MZspg		
zbtb21	ENSDART00000137244.2	3.5	down	3.35977982107716e-05	MZspg	3.5hpf 4.0hpf 4.5hpf	6.0hpf
zgc:173856	ENSDART00000137250.2	5.5	down	0.0828624590711263	MZspg		
srsf3b	ENSDART00000137264.2	3.5	up	0.0495135710219485	MZspg		3.5hpf 3.5hpf 4.0hpf
sid1	ENSDART00000137289.2	2.5	up	0.0793782510080238	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
tmem106bb	ENSDART00000137292.2	5	up	0.0181473257396521	MZspg		2.5hpf 5.0hpf
dia1b	ENSDART00000137293.2	4	down	0.000498294017147849	MZspg		
plxnb1a	ENSDART00000137308.3	5	down	0.00125571377988798	MZspg	5.0hpf 6.0hpf 6.0hpf	
gemin5	ENSDART00000137309.2	4	down	0.00251744597016001	MZspg		5.5hpf 6.0hpf
rdh12	ENSDART00000137315.2	NA	none	0.150762997578999	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
si:dkeyp-100a1.6	ENSDART00000137319.2	5	up	0.000186077976015775	MZspg	3.5hpf 4.0hpf	
lgals3a	ENSDART00000137335.2	4.5	up	0.0402079750071401	MZspg		
zgc:175214	ENSDART00000137357.3	2.5	up	0.0764569517330002	MZspg		4.5hpf 5.0hpf
grb10b	ENSDART00000137365.3	2.5	up	0.0816610303843679	MZspg	5.0hpf 5.5hpf 6.0hpf	
atp8b3	ENSDART00000137371.4	4	up	0.00174828590089349	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	5.5hpf 6.0hpf
si:ch211-266i6.3	ENSDART00000137373.2	3.5	down	0.000736137752473165	MZspg		
si:ch211-67f13.7	ENSDART00000137377.2	4.5	down	0.00081132333683831	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
cdk16	ENSDART00000137382.3	4.5	down	0.000647970790703334	MZspg		
rasal2	ENSDART00000137384.2	4	down	0.00277791033034769	MZspg		5.0hpf 5.5hpf 6.0hpf 6.0hpf
VIT	ENSDART00000137398.3	5.5	down	0.0858905555822012	MZspg		
exosc10	ENSDART00000137410.3	2.5	up	0.0863787098243468	MZspg		
si:ch73-233m11.2	ENSDART00000137413.3	4.5	down	0.00309873039077313	MZspg		
srsf2a	ENSDART00000137464.2	3.5	up	0.0458699788212809	MZspg		3.5hpf 3.5hpf 4.0hpf 4.0hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 6.0hpf
mgaa	ENSDART00000137469.4	4	up	0.0690546903464261	MZspg		
si:ch211-241e1.5	ENSDART00000137477.3	4	down	0.000234794632904767	MZspg	4.5hpf 5.0hpf	
si:dkey-11o15.10	ENSDART00000137491.2	3.5	up	0.0542153947810251	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
si:ch73-36p18.1	ENSDART00000137502.3	4	up	0.00264104768107243	MZspg		
krt8	ENSDART00000137533.2	4.5	up	0.0714195471026731	MZspg	3.0hpf 5.5hpf 6.0hpf	4.0hpf 4.0hpf 4.5hpf
gnav1	ENSDART00000137537.2	4	down	0.00147702859388454	MZspg	4.5hpf	
si:ch211-113p18.3	ENSDART00000137552.2	4.5	down	0.0044802907736825	MZspg		
mpc1	ENSDART00000137572.3	4.5	up	0.0214613563948083	MZspg		
nadkb	ENSDART00000137598.3	4	down	0.00597336622393041	MZspg	5.0hpf 5.5hpf	
ches1	ENSDART00000137601.4	5.5	down	0.0163439645132423	MZspg	6.0hpf	
azin1b	ENSDART00000137611.3	2.5	up	0.0915111109834764	MZspg		
si:ch73-46j18.5	ENSDART00000137620.3	5	up	0.00589210414699282	MZspg		
ksr1a	ENSDART00000137636.3	5	down	0.028998126629565	MZspg		
si:ch73-25f10.6	ENSDART00000137638.2	5	up	0.0305446654115723	MZspg	4.5hpf 5.0hpf 5.5hpf	
stag2a	ENSDART00000137655.2	4	down	0.00283596120942764	MZspg		
frs2b	ENSDART00000137665.3	3.5	down	0.0257325170969855	MZspg		
setd2	ENSDART00000137672.3	3.5	down	0.0415022014719301	MZspg		
si:dkey-95p16.2	ENSDART00000137673.2	4.5	up	0.065292172108994	MZspg		
fbxw9	ENSDART00000137678.3	4	down	0.017281534169466	MZspg	5.5hpf	
sash1a	ENSDART00000137679.4	2.5	up	0.0746889702045828	MZspg	5.5hpf 6.0hpf	
luc7l	ENSDART00000137684.2	4.5	up	0.033599819972342	MZspg		
adgrf3b	ENSDART00000137690.4	4.5	down	0.017429213537676	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf	
wdfy4	ENSDART00000137709.2	4.5	down	0.000490884212052567	MZspg	3.5hpf 4.0hpf 4.5hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 5.5hpf 5.5hpf 6.0hpf 6.0hpf 6.0hpf	
mkln1	ENSDART00000137736.4	3.5	down	0.000290178750839476	MZspg		
slc7a14a	ENSDART00000137746.3	5.5	down	0.0709354876437696	MZspg	6.0hpf	
si:dkey-20i10.7	ENSDART00000137761.2	5.5	down	0.0695434677914389	MZspg	4.0hpf 5.0hpf 5.5hpf	
rwdd	ENSDART00000137762.3	3	up	0.11768666912064	MZspg		4.5hpf
ssrp1a	ENSDART00000137795.3	4.5	up	0.00372819781459688	MZspg		
CDPF1	ENSDART00000137798.3	2.5	up	0.074509218330983	MZspg		
hcls1	ENSDART00000137814.3	2.5	up	0.0921821331374937	MZspg		
micall2b	ENSDART00000137821.4	3.5	down	0.0124711716932221	MZspg		
hmga1a	ENSDART00000137826.3	5.5	up	0.0242766163714184	MZspg		3.0hpf 5.0hpf 5.5hpf 6.0hpf
atp8b1	ENSDART00000137844.4	2.5	down	0.0181098948074379	MZspg		5.0hpf
plxnb2a	ENSDART00000137847.2	2.5	down	0.0616904143445018	MZspg	5.0hpf 5.5hpf 6.0hpf	
tfr1b	ENSDART00000137851.2	3	down	0.0147346843321743	MZspg	3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf	
si:ch73-376l24.6	ENSDART00000137855.4	4.5	down	0.0316785902842834	MZspg		
alpk2	ENSDART00000137858.2	5	down	0.00112964581665365	MZspg	5.0hpf	
si:ch211-231i17.3	ENSDART00000137904.3	3	up	0.0655839765375856	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
samd1b	ENSDART00000137909.4	5	up	0.0014669764866917	MZspg		
bbc3	ENSDART00000137918.3	3	up	0.0330122062607686	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
fbxl4	ENSDART00000137936.3	5	down	0.0718007680211326	MZspg	2.5hpf 3.0hpf 3.5hpf 4.5hpf 5.5hpf 6.0hpf	
clasp1a	ENSDART00000137955.3	5.5	down	0.0352307479183658	MZspg		
il7r	ENSDART00000137959.3	5	down	0.0538914318239085	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
zgc:112994	ENSDART00000137969.3	5	up	0.0142420535597986	MZspg		4.0hpf
Sep-06	ENSDART00000137997.3	5	up	0.00731547954457579	MZspg		
fam83hb	ENSDART00000138009.4	5	up	0.033109433868353	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf
si:dkey-89b17.4	ENSDART00000138011.4	5.5	up	0.0617907725451636	MZspg		
crlf1a	ENSDART00000138013.2	3.5	up	0.0148707616777397	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.0hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 5.5hpf 6.0hpf	6.0hpf
zgc:113210	ENSDART00000138018.2	5	up	0.00798811044490266	MZspg		2.5hpf 3.0hpf
rbp7a	ENSDART00000138021.2	4.5	up	0.0210905496694874	MZspg		6.0hpf
rin2	ENSDART00000138043.2	5.5	up	0.0120602755379661	MZspg	3.0hpf	4.5hpf
rbm33b	ENSDART00000138050.3	3.5	down	0.00170454367245287	MZspg	6.0hpf	
bcl6ab	ENSDART00000138081.2	5.5	up	0.00141446291904235	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	
cox5aa	ENSDART00000138087.2	3	up	0.131732623230912	MZspg		
tnikb	ENSDART00000138089.2	2.5	down	0.137731092831828	MZspg		4.0hpf 5.0hpf
frmd6	ENSDART00000138104.3	5.5	up	0.134938931672633	MZspg	2.5hpf 3.5hpf	
itih5	ENSDART00000138121.2	2.5	up	0.074974061482434	MZspg	4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 5.5hpf 6.0hpf 6.0hpf	
tpcn1	ENSDART00000138123.4	4	down	0.0105930418685209	MZspg		
hes2.2	ENSDART00000138125.2	2.5	up	0.0741008031106832	MZspg	3.5hpf 4.0hpf	5.5hpf 6.0hpf
si:ch73-112l6.1	ENSDART00000138128.3	4.5	down	0.000368864186883755	MZspg		5.0hpf 5.5hpf 6.0hpf
wwc1	ENSDART00000138129.2	4	down	0.00033638821940285	MZspg		
gulp1a	ENSDART00000138133.3	4.5	down	0.0101274198111477	MZspg	4.5hpf 5.0hpf	
vsig8b	ENSDART00000138135.2	5.5	up	0.000158000725887786	MZspg		3.5hpf 5.0hpf 5.5hpf 6.0hpf
chst2a	ENSDART00000138136.2	5	down	0.00384402450560195	MZspg		
galt	ENSDART00000138161.3	5.5	down	0.0728555242700093	MZspg		
myo16	ENSDART00000138167.2	2.5	up	0.104531185791997	MZspg	6.0hpf	
foxd2	ENSDART00000138176.2	4	up	0.0619830515373896	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
trpv4	ENSDART00000138186.2	4.5	down	0.000703554844762255	MZspg		
myo1b	ENSDART00000138204.4	5	down	0.013115710397533	MZspg		
