name	genename	timepoint	switch	pvalueSwitch	experiment	FCdown	FCup
ppp1r2	ENSDART00000076128.6	5.5	down	0.121699629827296	MZspg		
rab24	ENSDART00000076157.5	4.5	down	0.000352830514494529	MZspg		
zgc:171779	ENSDART00000076189.3	NA	none	0.167562995341215	MZspg	6.0hpf	
h1fx	ENSDART00000076200.5	5	up	0.0289822772174148	MZspg	5.5hpf 6.0hpf	2.5hpf 3.0hpf
irs1	ENSDART00000076229.5	3.5	down	0.0352905595753972	MZspg		
ccdc105	ENSDART00000076269.6	5	down	0.0260649493351659	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
pcna	ENSDART00000076304.5	4.5	up	0.00279180964776826	MZspg		
mrps17	ENSDART00000076320.5	NA	none	0.155615759829422	MZspg		
pgrmc1	ENSDART00000076328.5	4.5	up	0.0496265358626675	MZspg		
pgk1	ENSDART00000076333.6	4.5	down	0.0284044568402182	MZspg	2.5hpf 3.0hpf 4.5hpf 5.5hpf 6.0hpf	
phkg2	ENSDART00000076362.4	3.5	down	0.00156819452487955	MZspg		
st8sia7.1	ENSDART00000076373.7	4.5	down	0.00139392893441481	MZspg		
fbxl8	ENSDART00000076386.4	4	down	0.00310794980575713	MZspg	5.0hpf	
cdkn1bb	ENSDART00000076417.4	5.5	up	0.0735634841325553	MZspg		
lbr	ENSDART00000076419.5	2.5	up	0.0720377541366869	MZspg	5.5hpf	
cog4	ENSDART00000076425.5	4.5	down	0.000192253342385706	MZspg		
yars2	ENSDART00000076439.6	5.5	down	0.112253891134654	MZspg		
slc38a6	ENSDART00000076479.6	4.5	down	0.00823859801773696	MZspg		
ehd4	ENSDART00000076481.5	4.5	down	0.0872210152491115	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
zgc:77151	ENSDART00000076483.4	5.5	up	0.0733665127387769	MZspg		5.5hpf 6.0hpf
si:zfos-464b6.2	ENSDART00000076554.6	5	down	0.0194181139151611	MZspg	5.0hpf 6.0hpf	
fzd2	ENSDART00000076636.5	5.5	up	0.00991983500963955	MZspg		
ccdc43	ENSDART00000076640.6	5.5	down	0.102175978188963	MZspg		
clip3	ENSDART00000076648.5	4.5	up	0.0513761452392164	MZspg		
stambpa	ENSDART00000076693.5	4	down	0.0015212615510598	MZspg		
ACOT12	ENSDART00000076731.6	2.5	up	0.0774576023314686	MZspg		
lrp10	ENSDART00000076735.6	4.5	down	0.00831195560337805	MZspg		
imp4	ENSDART00000076742.5	4	up	0.029775044273227	MZspg		
znhit1	ENSDART00000076800.6	5	up	0.0435128417264473	MZspg		
mrpl1	ENSDART00000076835.6	5	up	0.0153317562870369	MZspg		5.5hpf
si:dkey-166k12.1	ENSDART00000076915.5	5.5	up	0.0012447797445243	MZspg	4.5hpf	
pogza	ENSDART00000076938.6	5	up	0.0030976695020426	MZspg		
gfpt2	ENSDART00000076974.5	5.5	up	0.00110394019081672	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	
lmo4b	ENSDART00000076997.6	4.5	up	0.063982142520711	MZspg		2.5hpf 3.0hpf 3.5hpf 6.0hpf
faah2b	ENSDART00000077039.5	5.5	down	0.0799387355457578	MZspg	2.5hpf 3.0hpf 5.0hpf 5.5hpf 6.0hpf	
anp32e	ENSDART00000077059.5	5	up	0.0196748507534408	MZspg		
sec13	ENSDART00000077063.6	5	up	0.011323739368802	MZspg		
nubpl	ENSDART00000077077.5	4.5	up	0.0707509001442498	MZspg		
id3	ENSDART00000077087.5	5	up	0.0275011422638497	MZspg		
nucb1	ENSDART00000077089.7	2.5	up	0.0775938248691969	MZspg		
trappc8	ENSDART00000077095.6	4.5	down	0.0313648392886665	MZspg		
hsd17b14	ENSDART00000077111.4	5	up	0.0240585132238842	MZspg		4.0hpf 4.5hpf
mta2	ENSDART00000077113.5	4.5	up	0.00099337863467619	MZspg		
aplp2	ENSDART00000077125.6	4.5	up	0.0201899212178942	MZspg	6.0hpf	
CSKMT	ENSDART00000077136.4	4.5	down	0.000618704293751104	MZspg		
six3b	ENSDART00000077157.5	5.5	up	0.0522478653888332	MZspg		6.0hpf
rsf1b.1	ENSDART00000077161.4	5.5	up	0.00543273574426684	MZspg		
dgat1b	ENSDART00000077185.5	2.5	down	0.0673090346608283	MZspg	5.0hpf	
cox7a2l	ENSDART00000077188.5	4.5	up	0.0087569501187702	MZspg		
eif4ebp3	ENSDART00000077200.5	4.5	up	0.027647311587251	MZspg		
tpra1	ENSDART00000077209.5	2.5	up	0.0780561949795291	MZspg		
zgc:101765	ENSDART00000077217.4	4.5	down	0.00999008992909145	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf
alg1	ENSDART00000077235.5	4.5	down	0.0174736184347302	MZspg		
kifc3	ENSDART00000077251.6	4	down	0.0235748488057829	MZspg	4.5hpf	
ptch2	ENSDART00000077304.6	5	up	0.0183447769698265	MZspg		
depdc7a	ENSDART00000077341.5	4	up	0.000179465902099274	MZspg		3.0hpf 3.5hpf 4.0hpf
zdhhc20a	ENSDART00000077373.6	4.5	down	0.00160619075463009	MZspg	5.0hpf 5.5hpf 6.0hpf	
borcs7	ENSDART00000077383.4	5.5	down	0.0102936331358995	MZspg	6.0hpf	
prss16	ENSDART00000077386.6	4	up	0.0854042047614348	MZspg		
pora	ENSDART00000077404.5	3.5	down	0.000440071551149002	MZspg		
cxcl12b	ENSDART00000077411.5	2.5	up	0.074705379757253	MZspg		3.5hpf 4.0hpf 4.5hpf
ctsba	ENSDART00000077418.6	2.5	up	0.0932119033856673	MZspg		
dtnbp1a	ENSDART00000077420.6	4	down	0.0011892806440531	MZspg		
pim3	ENSDART00000077445.7	4	down	0.000342939176500634	MZspg		5.5hpf 6.0hpf
smyd2a	ENSDART00000077459.6	4	down	0.0163395277034801	MZspg		
slc6a9	ENSDART00000077462.7	2.5	up	0.0689469588413708	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf
zhx2a	ENSDART00000077484.5	3.5	down	4.25990803664122e-05	MZspg		
TST	ENSDART00000077493.5	4.5	up	0.00486949360143141	MZspg		
si:ch211-132b12.8	ENSDART00000077577.7	3.5	down	0.00473632276673897	MZspg	6.0hpf	
pitpnm3	ENSDART00000077582.6	5	down	0.0114290508533554	MZspg	5.0hpf 5.5hpf 6.0hpf	
CABZ01061495.1	ENSDART00000077600.6	4.5	up	0.0141863286867017	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
si:ch1073-358c10.1	ENSDART00000077608.6	2.5	up	0.09729887692584	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
rel	ENSDART00000077612.6	4.5	down	0.0440370195754118	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	
b3gat1b	ENSDART00000077619.6	4	up	0.0179353624911026	MZspg		
id2a	ENSDART00000077626.4	4	down	0.0239862954996715	MZspg		
atp2b1a	ENSDART00000077664.7	2.5	up	0.0827109120525672	MZspg		
leo1	ENSDART00000077694.4	5	up	0.00236711412569457	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf
llph	ENSDART00000077707.4	4.5	up	0.0440833877387905	MZspg		
zgc:163121	ENSDART00000077720.6	2.5	up	0.0752884147239449	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
bambia	ENSDART00000077732.5	5	up	0.000498054855069152	MZspg		
zgc:66160	ENSDART00000077734.6	3.5	up	0.0319375651802499	MZspg		
zp2l1	ENSDART00000077745.4	4.5	up	0.0107140381696594	MZspg	6.0hpf	
vps26bl	ENSDART00000077785.5	4.5	down	0.00127435595283198	MZspg		
serpinb1l2	ENSDART00000077787.4	2.5	up	0.0782064662717487	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
tfdp1a	ENSDART00000077800.6	4.5	up	0.0421055278500384	MZspg		
slc22a15	ENSDART00000077804.5	5	up	0.00268457555982682	MZspg		
cyp26c1	ENSDART00000077809.5	4.5	up	0.0152535954618138	MZspg	4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
cdc16	ENSDART00000077814.6	4.5	down	0.0074160417400051	MZspg		
lrit3a	ENSDART00000077823.6	5	down	0.0700347223879874	MZspg	5.5hpf 6.0hpf	
pelo	ENSDART00000077829.6	4.5	up	0.0225688799169931	MZspg		
rps27.2	ENSDART00000077834.6	4	up	0.0179236132700038	MZspg		
mmp20b	ENSDART00000077836.6	2.5	up	0.0730261319273403	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
hic1	ENSDART00000077853.4	3.5	up	0.0445472263588511	MZspg		
si:ch211-212k18.7	ENSDART00000077868.6	5	down	0.074484854475964	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
pfkfb4a	ENSDART00000077883.6	5.5	down	0.0753965856747104	MZspg		
rnf7	ENSDART00000077895.4	NA	none	0.16929739549179	MZspg		
otub1a	ENSDART00000077897.6	4.5	up	0.0252680438463374	MZspg		4.0hpf 4.5hpf
lcmt1	ENSDART00000077936.6	5.5	down	0.077349327293926	MZspg		
mastl	ENSDART00000077941.5	4	down	0.000549991386420201	MZspg		
capn2b	ENSDART00000077958.7	4	up	0.0689889982286235	MZspg		2.5hpf 3.0hpf 5.5hpf 6.0hpf
exoc2	ENSDART00000077962.6	5.5	down	0.0887026493134215	MZspg		
s100t	ENSDART00000077978.5	3	up	0.107257654847178	MZspg	3.0hpf	
pipox	ENSDART00000077980.6	3.5	up	0.0584603185054642	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
zgc:123238	ENSDART00000078000.4	4.5	down	0.0121609669417841	MZspg		
ruvbl2	ENSDART00000078018.5	4.5	up	0.0147920878114722	MZspg		
foxh1	ENSDART00000078021.7	3.5	up	0.0387053868586288	MZspg		
crk	ENSDART00000078024.4	5.5	up	0.058420935635162	MZspg		
gpr161	ENSDART00000078051.6	5	up	0.0170036928111821	MZspg		
tbcb	ENSDART00000078053.4	4	up	0.0591746091339335	MZspg		
armt1	ENSDART00000078062.6	4	down	0.00672913401605979	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.5hpf
CU655961.1	ENSDART00000078086.5	5.5	up	0.00200360800030486	MZspg	3.5hpf	
zbtb2b	ENSDART00000078093.6	5.5	up	0.0727377517326379	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
timm8b	ENSDART00000078114.4	5	up	0.104243445559045	MZspg		
trim35-29	ENSDART00000078124.6	4	down	0.000242435089795934	MZspg	4.0hpf 5.0hpf 6.0hpf	
ube3a	ENSDART00000078128.4	3.5	down	0.00299392432552192	MZspg		
ankrd54	ENSDART00000078137.5	4.5	down	0.0501057961180125	MZspg		
vps26a	ENSDART00000078140.5	4	down	0.016970291069394	MZspg		
suv39h1b	ENSDART00000078152.6	3.5	up	0.0876740037960622	MZspg		
srm	ENSDART00000078156.5	4.5	up	0.0146326921050435	MZspg		
dffa	ENSDART00000078167.5	5.5	down	0.0339806967821598	MZspg		
foxo4	ENSDART00000078187.6	4.5	up	0.0427578153157782	MZspg		
cnpy4	ENSDART00000078192.5	2.5	up	0.0957968283097701	MZspg		2.5hpf 4.5hpf 5.0hpf 6.0hpf
mettl16	ENSDART00000078230.5	5	down	0.0163200637328941	MZspg		
rsl1d1	ENSDART00000078266.5	4.5	up	0.0288421769823179	MZspg		6.0hpf
tex10	ENSDART00000078283.6	5.5	up	0.0158445635279482	MZspg		5.0hpf 5.5hpf 6.0hpf
zgc:153215	ENSDART00000078297.5	NA	none	0.184798817085438	MZspg		
zswim5	ENSDART00000078305.6	5.5	up	0.00663235233353632	MZspg	3.5hpf	
arhgef2	ENSDART00000078306.7	5	up	0.0278255091819088	MZspg		
luc7l	ENSDART00000078313.6	4	up	0.0914898082524374	MZspg		
nipa2	ENSDART00000078316.5	5.5	down	0.049834392257309	MZspg		
nipa1	ENSDART00000078324.4	4	down	0.00111659303139944	MZspg		
klc3	ENSDART00000078336.6	4	down	0.00256722406902998	MZspg		5.5hpf
tspan14	ENSDART00000078352.5	5.5	up	0.0188338402294289	MZspg		
zgc:136971	ENSDART00000078369.6	4.5	down	7.18784754123458e-05	MZspg	6.0hpf	
cflara	ENSDART00000078378.5	4	down	0.00297832860922698	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 6.0hpf	
tpmt.1	ENSDART00000078382.7	5	down	0.0168776762310124	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
ppat	ENSDART00000078385.6	3.5	up	0.0342071987341617	MZspg		
pecr	ENSDART00000078387.4	4.5	up	0.0275289946301475	MZspg		
hmbsb	ENSDART00000078396.5	5.5	down	0.0622679299645914	MZspg		
tmem161b	ENSDART00000078401.5	3.5	down	0.00456968936779534	MZspg		
rps8a	ENSDART00000078412.5	4.5	up	0.0386393281590141	MZspg		
atp5mc1	ENSDART00000078423.6	4.5	up	0.0381408627125464	MZspg		
si:dkey-191g9.5	ENSDART00000078460.5	5.5	down	0.0212981782889174	MZspg	5.5hpf 6.0hpf	
rangap1b	ENSDART00000078484.7	5.5	up	0.0951427761871209	MZspg		
rftn2	ENSDART00000078499.5	4.5	down	0.0165240488666153	MZspg		
mob4	ENSDART00000078513.5	5	up	0.0347973092574502	MZspg		
eef1g	ENSDART00000078522.6	4.5	up	0.0253107885797567	MZspg		
uxs1	ENSDART00000078525.6	3.5	down	0.000296259738983728	MZspg	4.0hpf 4.5hpf 5.0hpf	
polr2gl	ENSDART00000078557.6	4.5	up	0.0714956639427899	MZspg		
sf3b1	ENSDART00000078568.5	5	up	0.00353063594147562	MZspg		
coq10b	ENSDART00000078576.6	NA	none	0.159741693833289	MZspg		6.0hpf
si:dkey-159a18.1	ENSDART00000078587.4	4.5	up	0.00073362367331653	MZspg	4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
npdc1b	ENSDART00000078592.5	2.5	down	0.0842897758862645	MZspg	5.5hpf 6.0hpf	
hspd1	ENSDART00000078596.6	4.5	up	0.0835181372845334	MZspg		
slc25a51a	ENSDART00000078610.4	4.5	down	0.00135413658263861	MZspg	4.0hpf 4.5hpf 5.0hpf 5.5hpf	
nme7	ENSDART00000078630.3	5.5	down	0.115192669417308	MZspg		
eif5a2	ENSDART00000078634.7	5	up	0.0197108044397029	MZspg		
vps37b	ENSDART00000078642.5	4.5	down	0.00429018480955301	MZspg		
tmem131	ENSDART00000078665.6	4.5	down	0.000701324006132875	MZspg		
vps37a	ENSDART00000078675.6	3.5	down	0.0169636496479625	MZspg	3.0hpf 3.5hpf 4.0hpf	
zgc:162952	ENSDART00000078708.6	4.5	down	0.000137487622716592	MZspg		
stk31	ENSDART00000078790.6	5	down	0.0130296770313642	MZspg		
zgc:123295	ENSDART00000078807.4	2.5	up	0.0797863376236435	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
szrd1	ENSDART00000078824.5	4.5	up	0.0164856337005068	MZspg		4.5hpf
mpv17l2	ENSDART00000078854.4	5.5	down	0.0241135832628544	MZspg		
ifi30	ENSDART00000078866.5	4.5	up	0.0571789622930734	MZspg		
si:dkey-46g23.5	ENSDART00000078886.6	4	up	0.033670616340335	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
dusp22a	ENSDART00000078888.5	4.5	down	0.00162001454508975	MZspg		
ezrb	ENSDART00000078893.7	4.5	down	0.0106198965241197	MZspg	5.0hpf 6.0hpf 6.0hpf	
irf8	ENSDART00000078894.5	5.5	up	0.0195955903833156	MZspg		5.5hpf
waca	ENSDART00000078896.6	5	up	0.0538940547326566	MZspg		
usp1	ENSDART00000078908.7	5	down	0.00681385789506672	MZspg		
smim7	ENSDART00000078916.6	2.5	up	0.0731659719103219	MZspg		
MANEAL	ENSDART00000078951.4	4.5	down	0.00590590949291625	MZspg	5.0hpf	
lhfpl5b	ENSDART00000078966.6	4.5	up	0.0611323322743264	MZspg	5.0hpf 5.5hpf 6.0hpf	
vat1	ENSDART00000078982.5	3.5	down	2.67690148029187e-05	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
pdik1l	ENSDART00000079014.5	4	down	0.000819709299054727	MZspg		
thoc3	ENSDART00000079016.5	3.5	up	0.0698203260545953	MZspg		
spsb1	ENSDART00000079019.4	3.5	down	0.00054885402330096	MZspg		2.5hpf 3.0hpf
copb1	ENSDART00000079042.7	3	up	0.0292646110786455	MZspg		
ccz1	ENSDART00000079065.7	3	down	0.0487348608824634	MZspg		
asb11	ENSDART00000079068.6	4.5	up	0.000676693815991114	MZspg	2.5hpf	3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf
cyp2r1	ENSDART00000079091.4	4.5	down	0.00184918833052417	MZspg		
ndufs6	ENSDART00000079104.6	5	up	0.0350584643541691	MZspg		
irx1b	ENSDART00000079114.6	3	up	0.0658373226234693	MZspg	4.0hpf 4.5hpf	
papss2b	ENSDART00000079115.5	5.5	up	0.0274971661015115	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
plekha3	ENSDART00000079117.4	4.5	down	0.000308520638311771	MZspg	5.0hpf	
atad1b	ENSDART00000079130.5	NA	none	0.153817827990547	MZspg		
cdyl	ENSDART00000079131.4	4	down	0.00154210795491661	MZspg		
ptenb	ENSDART00000079144.5	4	down	0.0182482501966085	MZspg	4.5hpf	
xk	ENSDART00000079149.2	5.5	up	0.0425119937507555	MZspg		5.0hpf 5.5hpf 6.0hpf
rpia	ENSDART00000079154.7	2.5	up	0.11161062110991	MZspg	5.5hpf 6.0hpf	
tmem170a	ENSDART00000079158.4	4.5	down	0.0153229425320116	MZspg	3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
ext2	ENSDART00000079165.6	5	up	0.00723713463141762	MZspg		
htatsf1	ENSDART00000079174.5	4.5	up	0.002373059578477	MZspg		
abcb8	ENSDART00000079202.6	4	down	0.00331291671969947	MZspg	6.0hpf	
trim47	ENSDART00000079207.5	4.5	up	0.00221543998479579	MZspg		
cdk5	ENSDART00000079210.5	4	down	0.00324930381831789	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf	
chaf1b	ENSDART00000079222.5	3.5	up	0.0223167557223081	MZspg		
dnaaf3l	ENSDART00000079233.5	5.5	up	0.0742278971294164	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
utp3	ENSDART00000079255.5	4.5	up	0.00153972435110039	MZspg		
tmeff1b	ENSDART00000079283.6	5	up	0.028034081489676	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
si:ch211-254p10.2	ENSDART00000079298.6	4.5	up	0.0342585327298814	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
raraa	ENSDART00000079336.5	4.5	down	0.11788913414877	MZspg		5.0hpf 5.5hpf 6.0hpf
plch1	ENSDART00000079341.5	2.5	up	0.0770966083415525	MZspg	5.0hpf 5.5hpf 6.0hpf	2.5hpf 3.0hpf 3.5hpf
jazf1b	ENSDART00000079343.4	5	up	0.0362176998140723	MZspg	2.5hpf 3.0hpf 4.0hpf 4.5hpf 5.5hpf 6.0hpf	
serpine1	ENSDART00000079347.5	2.5	down	0.0410363651094984	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
snapc2	ENSDART00000079364.6	4.5	down	0.0035867450257584	MZspg		
zmp:0000000662	ENSDART00000079392.6	2.5	up	0.093022731829296	MZspg		
si:ch211-125o16.4	ENSDART00000079401.4	5	up	0.0140321898621798	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
usp30	ENSDART00000079402.6	4	down	0.000956668132441552	MZspg		
gatc	ENSDART00000079424.6	5	up	0.0296907649817101	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf
rtn2b	ENSDART00000079431.5	5.5	down	0.0860202996418882	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 5.0hpf 5.5hpf 6.0hpf	
ap4m1	ENSDART00000079437.6	3.5	down	0.097167921141708	MZspg		
mrpl13	ENSDART00000079480.6	2.5	up	0.0818852475611687	MZspg		
emg1	ENSDART00000079497.6	5	up	0.00780230563295203	MZspg		
dbr1	ENSDART00000079502.5	5	down	0.148918677576742	MZspg		
dnajc1	ENSDART00000079518.5	5.5	down	0.0647765712768954	MZspg		
nek7	ENSDART00000079536.5	2.5	up	0.102079762277486	MZspg		
ccdc30	ENSDART00000079538.4	3.5	down	2.12539563294589e-05	MZspg		
tpte	ENSDART00000079549.4	2.5	up	0.0821618887304986	MZspg		
dpm1	ENSDART00000079591.3	2.5	up	0.101070581006427	MZspg		
slc26a1	ENSDART00000079593.6	2.5	up	0.0752181249190075	MZspg		
si:dkey-154b15.1	ENSDART00000079599.7	2.5	up	0.0738158346022156	MZspg		6.0hpf
rexo1	ENSDART00000079618.6	2.5	down	0.105984603929706	MZspg		
rad21l1	ENSDART00000079631.5	4.5	down	0.0324502677992864	MZspg	6.0hpf	
zgc:174164	ENSDART00000079645.5	4.5	down	0.0152479229613989	MZspg		6.0hpf
enpep	ENSDART00000079655.6	3	up	0.0853281777536254	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
tvp23b	ENSDART00000079656.6	5	up	0.0437825998049078	MZspg		2.5hpf 4.0hpf 4.5hpf 5.0hpf
zwilch	ENSDART00000079695.5	5.5	down	0.0631084765668879	MZspg		
rnf180	ENSDART00000079701.4	4.5	down	0.00318782266286921	MZspg		
slc25a1a	ENSDART00000079711.5	5	down	0.0165289476447319	MZspg		
hpf1	ENSDART00000079716.4	5.5	down	0.0436648354527365	MZspg	5.0hpf	
pld1b	ENSDART00000079726.6	3.5	down	0.000804839446841954	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	5.5hpf 6.0hpf
hadhaa	ENSDART00000079734.6	4.5	down	0.0158164921513331	MZspg		
eif4g2b	ENSDART00000079758.7	4.5	up	0.0841060241562891	MZspg	5.0hpf 5.5hpf 6.0hpf	
ifit8	ENSDART00000079778.4	4	up	0.0307829564863733	MZspg		5.0hpf
chtopa	ENSDART00000079842.5	2.5	up	0.0769561438151669	MZspg		
im:7138535	ENSDART00000079855.7	4	down	0.00912209071402781	MZspg		
zmynd11	ENSDART00000079863.7	2.5	up	0.0749264040339251	MZspg	5.5hpf 6.0hpf	
slc25a16	ENSDART00000079902.5	5	up	0.0106948097178499	MZspg	3.0hpf	
mttp	ENSDART00000079930.6	5	up	0.0489761356438374	MZspg		
tut1	ENSDART00000079945.5	4.5	up	0.00718620998638464	MZspg		
rps8b	ENSDART00000080014.5	2.5	down	0.0997146412866483	MZspg	3.0hpf 3.5hpf	
ppp3ccb	ENSDART00000080016.5	4.5	down	0.0533833562106346	MZspg	4.5hpf 5.0hpf	
ak7b	ENSDART00000080029.6	4.5	down	0.0115240828912081	MZspg	4.0hpf	
phb	ENSDART00000080075.5	4.5	up	0.00238564659798102	MZspg		
oard1	ENSDART00000080099.4	4	down	0.000203514414903072	MZspg		
gfpt1	ENSDART00000080135.6	5.5	up	0.000461253086058599	MZspg		5.0hpf 5.5hpf 6.0hpf
srsf2a	ENSDART00000080173.6	4.5	up	0.0629471126418838	MZspg		3.5hpf 3.5hpf 4.0hpf 4.0hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 6.0hpf
n4bp1	ENSDART00000080174.4	4	down	0.00266305321367433	MZspg		
itpa	ENSDART00000080224.6	3	down	0.147088784939561	MZspg		
si:ch1073-396h14.1	ENSDART00000080286.6	5.5	down	0.0596270748175023	MZspg	4.0hpf 4.5hpf 5.0hpf	
cops5	ENSDART00000080332.4	4	down	0.0130690374039309	MZspg		
yaf2	ENSDART00000080334.6	4.5	up	0.015252880175614	MZspg		
ppp1r42	ENSDART00000080343.4	4	down	0.00711716549070096	MZspg	6.0hpf	
brd2a	ENSDART00000080348.7	4.5	up	0.00786685408691457	MZspg	4.0hpf 4.5hpf 5.0hpf	
cxcr4a	ENSDART00000080350.5	4.5	up	0.0280938978729723	MZspg		3.0hpf 3.5hpf
zgc:175264	ENSDART00000080355.5	4	down	0.000817852322951063	MZspg		6.0hpf
epas1b	ENSDART00000080382.7	4.5	down	0.0326930720787408	MZspg		
fam13a	ENSDART00000080389.5	5	up	0.00399328773861996	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
mphosph8	ENSDART00000080404.6	4	up	0.0176245768423505	MZspg		
ical1	ENSDART00000080408.7	5	down	0.0282083060338557	MZspg	6.0hpf	
srsf1a	ENSDART00000080413.7	2.5	up	0.0761171272423589	MZspg		4.5hpf
ctsd	ENSDART00000080423.6	4.5	up	0.000865062075235734	MZspg		
zgc:113030	ENSDART00000080437.5	4.5	up	0.0155276912810671	MZspg		
zgc:66443	ENSDART00000080441.5	4	down	0.00140686574872495	MZspg		
atl2	ENSDART00000080460.7	4	down	0.00152221198800051	MZspg		
hells	ENSDART00000080465.3	3.5	down	0.0736367553270989	MZspg	3.5hpf 4.0hpf	
ywhag1	ENSDART00000080486.5	NA	none	0.150147114210751	MZspg		5.0hpf 5.5hpf 6.0hpf
arpc3	ENSDART00000080628.6	5	up	0.0276759364420166	MZspg		
zgc:64022	ENSDART00000080632.4	5.5	down	0.0309793618517454	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
mrps34	ENSDART00000080672.5	3.5	down	0.05006904289199	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
syt11a	ENSDART00000080673.6	4.5	down	0.0154379789237956	MZspg		2.5hpf 3.0hpf 3.5hpf
lhx5	ENSDART00000080693.5	5.5	up	0.00019785949609874	MZspg	4.5hpf	6.0hpf
plcg2	ENSDART00000080709.6	5.5	down	0.0441167123313849	MZspg		
uba3	ENSDART00000080752.7	5	down	0.0200447875489126	MZspg		
si:dkey-27b3.2	ENSDART00000080763.5	4.5	down	0.0214063257717512	MZspg		
tmf1	ENSDART00000080770.6	5	down	0.000155245802631265	MZspg		
mrpl28	ENSDART00000080777.4	2.5	down	0.060996690478723	MZspg		5.5hpf
hspa14	ENSDART00000080829.8	5	up	0.029433099743205	MZspg		
ndufa8	ENSDART00000080843.5	4.5	up	0.0842627139298935	MZspg		
magt1	ENSDART00000080864.6	4.5	up	0.0606667138996034	MZspg		
snf8	ENSDART00000080888.5	5	up	0.134643510750145	MZspg		
txndc17	ENSDART00000080892.4	4.5	up	0.081501242798386	MZspg		
rprd2a	ENSDART00000080897.4	5	up	0.00235998846681473	MZspg		
rpl36a	ENSDART00000080919.5	4.5	up	0.0613696436081114	MZspg		
impad1	ENSDART00000080925.4	5.5	down	0.0138742347001821	MZspg	5.0hpf 5.5hpf 6.0hpf	
pex16	ENSDART00000081025.5	4	up	0.065531463656866	MZspg		
