"name"	"genename"	"pvalueSwitch"	"switch"	"timepoint"	"experiment"
"ENSDART00000000004.5"	"slc35a5"	0.112522937940749	"-1"	"3.5"	"MZspg"
"ENSDART00000000042.11"	"mcm6l"	NA	"0"	" NA"	"MZspg"
"ENSDART00000000069.8"	"slc9a3r1a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000000070.7"	"dap"	NA	"0"	" NA"	"MZspg"
"ENSDART00000000160.10"	"thraa"	0.0181642249514941	"-1"	"3.5"	"MZspg"
"ENSDART00000000192.10"	"ptpn4b"	0.0279694369382897	"-1"	"3.5"	"MZspg"
"ENSDART00000000221.9"	"krt91"	0.140197592757582	"1"	"4.5"	"MZspg"
"ENSDART00000000250.10"	"slc40a1"	0.13940097249223	"1"	"5.5"	"MZspg"
"ENSDART00000000382.8"	"triob"	NA	"0"	" NA"	"MZspg"
"ENSDART00000000552.12"	"ofd1"	0.0910195601439732	"-1"	"4.0"	"MZspg"
"ENSDART00000000693.9"	"osgepl1"	0.0557839990329703	"1"	"4.5"	"MZspg"
"ENSDART00000000744.10"	"sypl2b"	0.128346632443171	"1"	"4.0"	"MZspg"
"ENSDART00000000831.9"	"znf511"	0.0925002626057091	"-1"	"4.0"	"MZspg"
"ENSDART00000001159.11"	"mgat4b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000001201.8"	"bysl"	0.0951841251530018	"1"	"4.0"	"MZspg"
"ENSDART00000001253.9"	"si:busm1-57f23.1"	0.137450181526065	"-1"	"4.5"	"MZspg"
"ENSDART00000001318.9"	"nkap"	0.148755944022694	"1"	"4.0"	"MZspg"
"ENSDART00000001376.7"	"arl14ep"	0.0811910229688151	"1"	"5.0"	"MZspg"
"ENSDART00000001424.8"	"pcgf1"	0.106278914025505	"-1"	"3.5"	"MZspg"
"ENSDART00000001444.8"	"g2e3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000001678.7"	"adam8a"	0.112860364629839	"-1"	"3.5"	"MZspg"
"ENSDART00000001795.9"	"sp3a"	0.137067148221226	"1"	"3.5"	"MZspg"
"ENSDART00000001830.7"	"echs1"	0.134851751290756	"1"	"4.0"	"MZspg"
"ENSDART00000002029.10"	"fkbp8"	0.137262879565548	"-1"	"3.0"	"MZspg"
"ENSDART00000002095.9"	"tmem39b"	0.148942432320973	"-1"	"3.0"	"MZspg"
"ENSDART00000002128.7"	"zgc:112437"	0.0753219820735032	"1"	"3.5"	"MZspg"
"ENSDART00000002164.9"	"unc45b"	0.0614433074525139	"1"	"4.5"	"MZspg"
"ENSDART00000002186.8"	"uck2a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002221.8"	"bco2l"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002244.6"	"sf3b5"	0.119078644844899	"1"	"4.0"	"MZspg"
"ENSDART00000002250.5"	"hs6st2"	0.102799575005963	"1"	"4.0"	"MZspg"
"ENSDART00000002309.8"	"mafba"	0.128056947740806	"1"	"4.5"	"MZspg"
"ENSDART00000002318.8"	"srsf6b"	0.0887096695179611	"1"	"4.5"	"MZspg"
"ENSDART00000002341.6"	"cldnc"	0.111569442330963	"1"	"4.0"	"MZspg"
"ENSDART00000002384.10"	"phox2a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002401.7"	"klhdc10"	0.103833642630074	"-1"	"3.0"	"MZspg"
"ENSDART00000002428.10"	"acvr2aa"	0.136319909090475	"-1"	"3.0"	"MZspg"
"ENSDART00000002453.8"	"acsl4b"	0.141597748241693	"-1"	"5.5"	"MZspg"
"ENSDART00000002459.8"	"ctns"	0.071973639188907	"1"	"4.5"	"MZspg"
"ENSDART00000002463.5"	"tmed5"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002464.10"	"neu1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002465.7"	"msh2"	0.110238297673119	"1"	"3.5"	"MZspg"
"ENSDART00000002469.7"	"hspa4b"	0.0864313275180087	"1"	"4.0"	"MZspg"
"ENSDART00000002498.9"	"elp4"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002501.7"	"ip6k2a"	0.143143659442363	"1"	"4.5"	"MZspg"
"ENSDART00000002510.3"	"golim4b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002545.8"	"mcrs1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002556.8"	"mrto4"	0.0835233113879007	"1"	"4.5"	"MZspg"
"ENSDART00000002583.10"	"aarsd1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002595.7"	"rpl21"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002624.10"	"ranbp1"	0.0902851266354298	"1"	"4.5"	"MZspg"
"ENSDART00000002633.7"	"frzb"	0.0945108379895658	"1"	"5.0"	"MZspg"
"ENSDART00000002661.8"	"lama4"	0.0553512715727965	"1"	"4.0"	"MZspg"
"ENSDART00000002684.8"	"ints6l"	0.13834242454721	"1"	"4.0"	"MZspg"
"ENSDART00000002691.9"	"tspan7b"	0.12321952291156	"-1"	"5.0"	"MZspg"
"ENSDART00000002714.7"	"slc17a9b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002741.5"	"itprip"	0.1210579081014	"-1"	"3.0"	"MZspg"
"ENSDART00000002764.9"	"polb"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002767.5"	"esrra"	0.0928282133029937	"-1"	"4.5"	"MZspg"
"ENSDART00000002787.10"	"pycr3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002824.10"	"appbp2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002835.9"	"psme3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002886.8"	"exosc9"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002922.9"	"atm"	0.00942091590215577	"-1"	"3.5"	"MZspg"
"ENSDART00000002930.10"	"phf20l1"	0.0931538692199866	"1"	"4.5"	"MZspg"
"ENSDART00000002932.7"	"marcksb"	0.114137161371137	"1"	"4.0"	"MZspg"
"ENSDART00000002938.7"	"mtmr8"	0.0751385318785405	"-1"	"3.5"	"MZspg"
"ENSDART00000002945.4"	"NPC2 (1 of many)"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002961.7"	"rcor2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000002992.9"	"dcaf11"	0.0550919150908562	"-1"	"4.5"	"MZspg"
"ENSDART00000003042.6"	"mdkb"	0.127772814495883	"1"	"5.0"	"MZspg"
"ENSDART00000003066.9"	"cyth1a"	0.115668538604246	"-1"	"4.5"	"MZspg"
"ENSDART00000003133.10"	"yipf2"	0.0659871146309415	"-1"	"3.5"	"MZspg"
"ENSDART00000003164.7"	"ppp1r8a"	0.0513579067314506	"1"	"4.0"	"MZspg"
"ENSDART00000003167.5"	"ak2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003170.5"	"mid1ip1l"	0.105364306453163	"-1"	"3.5"	"MZspg"
"ENSDART00000003195.8"	"chmp4c"	0.136869581599412	"-1"	"4.0"	"MZspg"
"ENSDART00000003221.8"	"nsrp1"	0.106653550757423	"1"	"4.5"	"MZspg"
"ENSDART00000003252.8"	"dhtkd1"	0.0845131496064824	"1"	"4.0"	"MZspg"
"ENSDART00000003273.7"	"rchy1"	0.105829912960231	"1"	"5.0"	"MZspg"
"ENSDART00000003296.8"	"sars"	0.149086798860473	"-1"	"4.0"	"MZspg"
"ENSDART00000003299.9"	"zgc:103482"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003303.8"	"rnf13"	0.0722806999877776	"1"	"4.5"	"MZspg"
"ENSDART00000003310.8"	"sox21b"	0.119192244964544	"1"	"3.5"	"MZspg"
"ENSDART00000003314.9"	"nusap1"	0.0703432141710512	"1"	"5.0"	"MZspg"
"ENSDART00000003317.11"	"tfdp1b"	0.120197800815468	"1"	"4.0"	"MZspg"
"ENSDART00000003325.9"	"dennd2db"	0.0934128835821427	"-1"	"3.0"	"MZspg"
"ENSDART00000003346.6"	"pdcd2l"	0.115924879230482	"1"	"5.0"	"MZspg"
"ENSDART00000003418.10"	"brms1la"	0.108138356611272	"1"	"4.5"	"MZspg"
"ENSDART00000003422.7"	"smarcd1"	0.0894116322384753	"1"	"4.0"	"MZspg"
"ENSDART00000003435.8"	"smfn"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003465.7"	"gipc2"	0.0968025188127788	"-1"	"3.5"	"MZspg"
"ENSDART00000003482.7"	"stk17b"	0.0556327947795654	"-1"	"3.5"	"MZspg"
"ENSDART00000003517.9"	"trmt61a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003544.7"	"gabpb2a"	0.0955563980458729	"1"	"3.5"	"MZspg"
"ENSDART00000003634.8"	"stard3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003648.10"	"wdr3"	0.101092741187986	"1"	"4.5"	"MZspg"
"ENSDART00000003670.8"	"zgc:101744"	0.132728300699694	"1"	"4.0"	"MZspg"
"ENSDART00000003674.8"	"ankmy2a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003694.7"	"cand1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003706.8"	"kmo"	0.112208871386289	"-1"	"3.5"	"MZspg"
"ENSDART00000003715.9"	"actr6"	0.108256169786899	"1"	"4.5"	"MZspg"
"ENSDART00000003716.7"	"prss60.2"	0.127274760474138	"1"	"5.5"	"MZspg"
"ENSDART00000003745.8"	"vim"	0.109063244927083	"1"	"4.0"	"MZspg"
"ENSDART00000003748.8"	"cfap161"	0.141896114580106	"-1"	"4.0"	"MZspg"
"ENSDART00000003752.9"	"cct3"	0.0961431546024281	"1"	"4.0"	"MZspg"
"ENSDART00000003789.8"	"pdpk1b"	0.0794458715865001	"-1"	"2.5"	"MZspg"
"ENSDART00000003834.10"	"ccm2"	0.0979129244470511	"-1"	"4.0"	"MZspg"
"ENSDART00000003879.5"	"fam199x"	0.0616588783844331	"1"	"4.5"	"MZspg"
"ENSDART00000003884.9"	"mynn"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003888.7"	"snapc1b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003926.8"	"fbp1a"	0.12958995734889	"1"	"4.0"	"MZspg"
"ENSDART00000003929.7"	"midn"	0.116069724181946	"1"	"4.5"	"MZspg"
"ENSDART00000003932.6"	"erbb2"	0.100098517640737	"1"	"4.5"	"MZspg"
"ENSDART00000003939.7"	"syngr1a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003940.9"	"rab2a"	0.0721265642333886	"1"	"4.5"	"MZspg"
"ENSDART00000003947.6"	"flot2a"	0.146994288810924	"1"	"4.0"	"MZspg"
"ENSDART00000003957.7"	"tia1l"	0.130074935884344	"1"	"4.0"	"MZspg"
"ENSDART00000003962.7"	"wdr55"	NA	"0"	" NA"	"MZspg"
"ENSDART00000003983.10"	"rbm22"	0.133666523121154	"1"	"4.0"	"MZspg"
"ENSDART00000004031.10"	"hacl1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004052.8"	"rgl2"	0.0715054734771221	"1"	"4.5"	"MZspg"
"ENSDART00000004071.7"	"znfl2a"	0.0970867547958139	"1"	"4.0"	"MZspg"
"ENSDART00000004075.7"	"uqcc2"	0.127082849645148	"-1"	"3.0"	"MZspg"
"ENSDART00000004092.6"	"brox"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004120.11"	"adamts18"	0.139183112206885	"1"	"4.5"	"MZspg"
"ENSDART00000004129.9"	"si:ch211-160d20.3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004181.9"	"slc27a4"	0.131142894467396	"1"	"5.5"	"MZspg"
"ENSDART00000004200.11"	"sarm1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004217.9"	"coro1ca"	0.107400941920576	"1"	"4.0"	"MZspg"
"ENSDART00000004233.9"	"acy3.2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004240.8"	"prss60.1"	0.0473400097128988	"1"	"5.0"	"MZspg"
"ENSDART00000004277.8"	"lamc1"	0.126095833992559	"1"	"5.0"	"MZspg"
"ENSDART00000004288.8"	"ift81"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004295.6"	"zgc:112163"	0.113114080783819	"-1"	"3.0"	"MZspg"
"ENSDART00000004338.10"	"epha4l"	0.0178410369809892	"-1"	"3.5"	"MZspg"
"ENSDART00000004361.10"	"pibf1"	0.0497895574400771	"1"	"5.0"	"MZspg"
"ENSDART00000004365.8"	"tada2b"	0.0591786862405174	"-1"	"3.5"	"MZspg"
"ENSDART00000004379.7"	"nol10"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004392.8"	"fkbp9"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004398.8"	"cope"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004420.9"	"rab4a"	0.14975012912372	"1"	"4.0"	"MZspg"
"ENSDART00000004423.10"	"iars"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004424.10"	"znf292a"	0.0484776405360779	"1"	"5.0"	"MZspg"
"ENSDART00000004431.9"	"epb41l3b"	0.113076641465835	"1"	"4.0"	"MZspg"
"ENSDART00000004483.8"	"larp6b"	0.126526953790127	"-1"	"3.5"	"MZspg"
"ENSDART00000004504.8"	"dag1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004514.7"	"bet1"	0.0927121673064052	"-1"	"3.5"	"MZspg"
"ENSDART00000004521.10"	"arih2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004550.11"	"rnf145a"	0.0992724185986519	"1"	"4.5"	"MZspg"
"ENSDART00000004585.7"	"clptm1l"	0.119865028736519	"-1"	"5.0"	"MZspg"
"ENSDART00000004588.7"	"asic1a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004601.10"	"laptm4a"	0.0662789808540911	"-1"	"3.5"	"MZspg"
"ENSDART00000004622.9"	"sf3b4"	0.0993497281557639	"1"	"4.0"	"MZspg"
"ENSDART00000004625.6"	"zar1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004626.9"	"sec62"	0.0904071867503485	"1"	"4.0"	"MZspg"
"ENSDART00000004655.8"	"sephs2"	0.142795272076058	"1"	"4.5"	"MZspg"
"ENSDART00000004664.8"	"tram1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004692.9"	"idh2"	0.1385205666203	"1"	"3.5"	"MZspg"
"ENSDART00000004727.8"	"rhcgl1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004739.8"	"nup50"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004771.9"	"poc1b"	0.124398746282109	"-1"	"4.0"	"MZspg"
"ENSDART00000004780.10"	"man2b1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004782.8"	"mphosph10"	0.0730455320103273	"1"	"3.5"	"MZspg"
"ENSDART00000004848.7"	"wrnip1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004879.6"	"hsp90b1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000004896.10"	"kat7b"	0.078820844799591	"1"	"4.0"	"MZspg"
"ENSDART00000004899.6"	"ccnl1b"	0.107546538412641	"1"	"4.5"	"MZspg"
"ENSDART00000004903.9"	"rdh10b"	0.0824667141887653	"1"	"4.5"	"MZspg"
"ENSDART00000004923.9"	"smurf1"	0.0508064962889181	"-1"	"3.5"	"MZspg"
"ENSDART00000005021.6"	"tktb"	0.0768288944011464	"1"	"4.0"	"MZspg"
"ENSDART00000005025.7"	"hdr"	0.114598765707005	"-1"	"3.0"	"MZspg"
"ENSDART00000005053.11"	"slc12a4"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005067.10"	"rbpja"	0.0482349029600357	"-1"	"4.0"	"MZspg"
"ENSDART00000005086.6"	"atp1a1b"	0.101430426486643	"1"	"4.0"	"MZspg"
"ENSDART00000005090.9"	"alg9"	0.121995119806507	"-1"	"4.5"	"MZspg"
"ENSDART00000005118.9"	"gpx8"	0.116532792350339	"-1"	"4.5"	"MZspg"
"ENSDART00000005127.10"	"garem"	0.137155688439991	"-1"	"3.5"	"MZspg"
"ENSDART00000005140.8"	"med27"	0.144975583440104	"-1"	"5.0"	"MZspg"
"ENSDART00000005143.6"	"mycb"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005145.6"	"asz1"	0.113693623166777	"-1"	"3.5"	"MZspg"
"ENSDART00000005158.8"	"ccnt1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005168.6"	"ddx55"	0.148226680121028	"1"	"4.0"	"MZspg"
"ENSDART00000005195.10"	"bsdc1"	0.0876492401844631	"1"	"4.5"	"MZspg"
"ENSDART00000005217.9"	"alas1"	0.124388085714319	"1"	"3.5"	"MZspg"
"ENSDART00000005221.7"	"thap12b"	0.137788785437153	"-1"	"3.5"	"MZspg"
"ENSDART00000005255.9"	"mrpl53"	0.0587877697266007	"1"	"4.5"	"MZspg"
"ENSDART00000005263.9"	"usf1l"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005299.10"	"hsd17b12a"	0.142063281438476	"1"	"4.5"	"MZspg"
"ENSDART00000005326.5"	"ttc5"	0.148171133849029	"-1"	"3.0"	"MZspg"
"ENSDART00000005337.10"	"rimkla"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005355.8"	"rtraf"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005359.8"	"def6a"	0.109677391326154	"1"	"4.0"	"MZspg"
"ENSDART00000005373.9"	"spo11"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005381.8"	"zgc:110269"	0.0917212383907251	"1"	"4.5"	"MZspg"
"ENSDART00000005382.7"	"gadd45bb"	0.133519660156625	"1"	"4.0"	"MZspg"
"ENSDART00000005405.8"	"calub"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005431.9"	"psmd8"	0.0843224277539036	"1"	"4.5"	"MZspg"
"ENSDART00000005464.8"	"rer1"	0.0991360614811944	"1"	"4.5"	"MZspg"
"ENSDART00000005479.9"	"chm"	0.13954273780301	"-1"	"5.0"	"MZspg"
"ENSDART00000005496.9"	"kctd9b"	0.129600100674502	"1"	"3.5"	"MZspg"
"ENSDART00000005573.7"	"tmem237b"	0.148674544644396	"-1"	"4.0"	"MZspg"
"ENSDART00000005590.7"	"churc1"	0.122584224994141	"1"	"4.5"	"MZspg"
"ENSDART00000005609.10"	"kifap3a"	0.120150329719159	"-1"	"3.5"	"MZspg"
"ENSDART00000005616.9"	"rnpep"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005625.9"	"glipr2l"	0.0947171113429836	"-1"	"4.5"	"MZspg"
"ENSDART00000005639.9"	"thoc7"	0.126720431406687	"1"	"4.0"	"MZspg"
"ENSDART00000005641.6"	"lhx1a"	0.00939704929028817	"1"	"5.0"	"MZspg"
"ENSDART00000005643.8"	"abcd3b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005670.7"	"dhrs7"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005676.6"	"sox9a"	0.0985125607209396	"1"	"3.5"	"MZspg"
"ENSDART00000005720.6"	"stat1a"	0.149211563761786	"-1"	"3.0"	"MZspg"
"ENSDART00000005784.8"	"itgb1bp1"	0.128315995195538	"1"	"4.0"	"MZspg"
"ENSDART00000005829.6"	"gde1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005845.9"	"mtmr6"	0.125783339266139	"-1"	"3.5"	"MZspg"
"ENSDART00000005847.9"	"nav3"	0.118033025850088	"-1"	"3.5"	"MZspg"
"ENSDART00000005853.9"	"otub1b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005857.8"	"prickle2a"	0.0242201433623154	"-1"	"3.5"	"MZspg"
"ENSDART00000005869.9"	"rpp14"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005879.8"	"atp5po"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005884.8"	"mmp14a"	0.0736794515431763	"1"	"3.5"	"MZspg"
"ENSDART00000005893.7"	"ube2g1a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005906.6"	"stk38a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000005923.7"	"zgc:77375"	0.149102917749024	"1"	"4.0"	"MZspg"
"ENSDART00000005927.8"	"rad21a"	0.141785821531718	"1"	"4.0"	"MZspg"
"ENSDART00000005944.8"	"rpl5a"	0.129466601085695	"1"	"4.5"	"MZspg"
"ENSDART00000005985.7"	"smo"	0.0607987890545786	"1"	"4.5"	"MZspg"
"ENSDART00000005989.6"	"dffb"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006013.9"	"atp1a1a.5"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006021.9"	"usp20"	0.0885709502050607	"-1"	"3.0"	"MZspg"
"ENSDART00000006058.9"	"eif2s1a"	0.0814659365176194	"1"	"4.0"	"MZspg"
"ENSDART00000006079.10"	"bmp2k"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006085.8"	"cbl"	0.0890037356566495	"-1"	"3.5"	"MZspg"
"ENSDART00000006091.8"	"carm1"	0.14147636819631	"1"	"4.0"	"MZspg"
"ENSDART00000006093.7"	"slc50a1"	0.14531267697618	"-1"	"5.5"	"MZspg"
"ENSDART00000006109.6"	"agk"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006120.10"	"pik3cd"	0.100143776051424	"-1"	"3.5"	"MZspg"
"ENSDART00000006124.8"	"cops2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006132.8"	"cfl1"	0.114224076568607	"1"	"4.0"	"MZspg"
"ENSDART00000006147.9"	"primpol"	0.102100195838718	"-1"	"4.0"	"MZspg"
"ENSDART00000006173.10"	"cldn7b"	0.108394830031936	"1"	"3.5"	"MZspg"
"ENSDART00000006212.7"	"LIN28A"	0.114404943963442	"1"	"4.5"	"MZspg"
"ENSDART00000006216.9"	"plpp2a"	0.0730121242178066	"-1"	"4.5"	"MZspg"
"ENSDART00000006288.10"	"dhx16"	0.110218970856852	"1"	"4.5"	"MZspg"
"ENSDART00000006300.7"	"hacd3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006338.8"	"mterf3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006343.9"	"asb7"	0.0695360848222932	"-1"	"3.5"	"MZspg"
"ENSDART00000006344.9"	"cap1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006373.6"	"ndfip1"	0.138256183336509	"-1"	"4.0"	"MZspg"
"ENSDART00000006380.9"	"tbx3a"	0.11175422895542	"1"	"3.0"	"MZspg"
"ENSDART00000006381.8"	"psen2"	0.129913400163074	"1"	"3.5"	"MZspg"
"ENSDART00000006386.7"	"atp1b1a"	0.108596733491422	"1"	"4.0"	"MZspg"
"ENSDART00000006417.8"	"pgm1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006429.8"	"hibadhb"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006436.9"	"pink1"	0.0950541831824622	"-1"	"3.5"	"MZspg"
"ENSDART00000006443.7"	"gtf2a1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006489.8"	"acsl4a"	0.106947276006928	"-1"	"4.0"	"MZspg"
"ENSDART00000006490.9"	"tlk2"	0.130121091696343	"-1"	"3.5"	"MZspg"
"ENSDART00000006505.9"	"mxtx2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006512.7"	"sh3gl3b"	0.0641140137122891	"-1"	"3.5"	"MZspg"
"ENSDART00000006513.9"	"pdhb"	0.126017874844185	"1"	"4.0"	"MZspg"
"ENSDART00000006514.7"	"gtf2f2b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006538.8"	"otx2a"	0.117791003924074	"1"	"4.5"	"MZspg"
"ENSDART00000006579.9"	"saal1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006612.7"	"tbr1b"	0.106568429795	"1"	"5.5"	"MZspg"
"ENSDART00000006619.8"	"rbpms2b"	0.101562839453735	"-1"	"4.5"	"MZspg"
"ENSDART00000006622.7"	"kat6a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006628.10"	"zgc:173742"	0.0839061189888363	"-1"	"4.0"	"MZspg"
"ENSDART00000006648.8"	"mnat1"	0.109663915098622	"-1"	"4.5"	"MZspg"
"ENSDART00000006673.8"	"mvk"	0.0454038254136364	"-1"	"3.5"	"MZspg"
"ENSDART00000006703.6"	"maf1"	0.116088686760348	"1"	"4.5"	"MZspg"
"ENSDART00000006709.7"	"dldh"	0.118023007070018	"1"	"3.5"	"MZspg"
"ENSDART00000006748.7"	"yipf1"	0.0897642291863251	"-1"	"3.5"	"MZspg"
"ENSDART00000006765.9"	"tm9sf4"	0.145844206304774	"1"	"4.5"	"MZspg"
"ENSDART00000006778.9"	"acat2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006783.6"	"snrnp25"	0.101511784135198	"1"	"4.5"	"MZspg"
"ENSDART00000006802.7"	"cct7"	0.145303404471209	"1"	"3.5"	"MZspg"
"ENSDART00000006840.7"	"dnm1l"	0.0480832692588866	"-1"	"3.5"	"MZspg"
"ENSDART00000006867.9"	"ddx3xa"	0.146426189892283	"1"	"3.5"	"MZspg"
"ENSDART00000006868.10"	"uqcrfs1"	0.111479553605484	"1"	"5.0"	"MZspg"
"ENSDART00000006870.8"	"ptgs2a"	0.0613158052378903	"1"	"4.5"	"MZspg"
"ENSDART00000006881.9"	"zbtb39"	0.139146300496531	"-1"	"3.0"	"MZspg"
"ENSDART00000006892.11"	"tp53bp2a"	0.13048055670522	"1"	"4.0"	"MZspg"
"ENSDART00000006927.6"	"use1"	0.117774437471422	"-1"	"3.5"	"MZspg"
"ENSDART00000006942.10"	"txndc15"	0.109058623864198	"1"	"4.0"	"MZspg"
"ENSDART00000006971.8"	"sept4a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000006990.6"	"elovl5"	0.134411813146202	"-1"	"5.0"	"MZspg"
"ENSDART00000007021.9"	"atp6v1ba"	NA	"0"	" NA"	"MZspg"
"ENSDART00000007029.9"	"usb1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000007030.7"	"klhl42"	0.120989976283308	"-1"	"4.5"	"MZspg"
"ENSDART00000007053.9"	"narf"	0.118337785384695	"-1"	"3.5"	"MZspg"
"ENSDART00000007066.7"	"cdk8"	0.057220399046395	"-1"	"4.5"	"MZspg"
"ENSDART00000007079.9"	"asna1"	0.0795976127624587	"1"	"3.5"	"MZspg"
"ENSDART00000007090.9"	"tbx16"	0.0783566231384684	"1"	"4.0"	"MZspg"
"ENSDART00000007103.8"	"nuak1a"	0.108572773670827	"1"	"4.0"	"MZspg"
"ENSDART00000007119.6"	"mfsd6l"	0.04232180716536	"-1"	"4.0"	"MZspg"
"ENSDART00000007170.6"	"prpsap2"	0.0629969573683843	"-1"	"3.0"	"MZspg"
"ENSDART00000007189.10"	"traf3ip1"	0.0390946782059529	"-1"	"3.5"	"MZspg"
"ENSDART00000007202.9"	"zgc:92749"	NA	"0"	" NA"	"MZspg"
"ENSDART00000007204.9"	"ddx49"	NA	"0"	" NA"	"MZspg"
"ENSDART00000007211.8"	"wbp1la"	0.0876208037583427	"-1"	"3.5"	"MZspg"
"ENSDART00000007231.6"	"psmb1"	0.124998928523512	"1"	"4.0"	"MZspg"
"ENSDART00000007260.11"	"si:ch211-210c8.6"	0.144449639889029	"-1"	"5.0"	"MZspg"
"ENSDART00000007271.8"	"mtfr1l"	0.106123704198013	"1"	"5.5"	"MZspg"
"ENSDART00000007310.10"	"zgc:171731"	NA	"0"	" NA"	"MZspg"
"ENSDART00000007335.8"	"ndc80"	NA	"0"	" NA"	"MZspg"
"ENSDART00000007353.9"	"wdr82"	0.098762113370547	"1"	"4.0"	"MZspg"
"ENSDART00000007392.7"	"arl5a"	0.066589521895511	"-1"	"3.5"	"MZspg"
"ENSDART00000007398.7"	"gcat"	0.124467452374327	"1"	"3.5"	"MZspg"
