"name"	"genename"	"pvalueSwitch"	"switch"	"timepoint"	"experiment"
"ENSDART00000053026.5"	"fam122b"	0.0568457286366124	"-1"	"3.5"	"MZspg"
"ENSDART00000053095.8"	"rhbdf1a"	0.0836065965455092	"-1"	"3.5"	"MZspg"
"ENSDART00000053106.3"	"s1pr2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053125.7"	"sema3e"	0.0561497566591816	"-1"	"4.5"	"MZspg"
"ENSDART00000053126.7"	"aanat1"	0.140109642487677	"1"	"3.5"	"MZspg"
"ENSDART00000053139.7"	"atp6v0cb"	0.0941230579815647	"1"	"4.5"	"MZspg"
"ENSDART00000053153.6"	"mhc1zba"	0.145572520724906	"1"	"4.0"	"MZspg"
"ENSDART00000053157.6"	"setd4"	0.0503147401801685	"-1"	"3.5"	"MZspg"
"ENSDART00000053183.6"	"tab1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053187.6"	"stk35l"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053201.6"	"polr2f"	0.097718440821036	"1"	"4.5"	"MZspg"
"ENSDART00000053203.7"	"plp2"	0.13593817531789	"1"	"4.5"	"MZspg"
"ENSDART00000053208.6"	"rps14"	0.071194421428203	"1"	"4.5"	"MZspg"
"ENSDART00000053222.7"	"rcbtb1"	0.0735286886657786	"-1"	"3.5"	"MZspg"
"ENSDART00000053240.6"	"cab39l"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053267.6"	"hnrnpa1b"	0.0936578974443696	"1"	"4.0"	"MZspg"
"ENSDART00000053284.7"	"bcl9"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053285.6"	"ndufa7"	0.129265161591783	"1"	"4.5"	"MZspg"
"ENSDART00000053304.6"	"si:ch211-114n24.6"	0.149786170439645	"1"	"3.5"	"MZspg"
"ENSDART00000053310.3"	"tmem18"	0.128947143162712	"1"	"4.5"	"MZspg"
"ENSDART00000053332.8"	"FOXN2 (1 of many)"	0.0518031647986896	"-1"	"3.5"	"MZspg"
"ENSDART00000053380.7"	"hax1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053405.6"	"scamp2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053414.5"	"commd7"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053418.6"	"dnmt3bb.1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053422.8"	"ttll5"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053426.7"	"pfn2l"	0.0896855525085971	"1"	"4.5"	"MZspg"
"ENSDART00000053460.7"	"naa80"	0.0688713670616211	"-1"	"3.5"	"MZspg"
"ENSDART00000053463.4"	"mgll"	0.10095943321259	"1"	"4.5"	"MZspg"
"ENSDART00000053472.5"	"rnf41"	0.117377961365603	"1"	"4.5"	"MZspg"
"ENSDART00000053482.6"	"tsen54"	0.126188747076566	"-1"	"4.0"	"MZspg"
"ENSDART00000053494.3"	"anks4b"	0.124890086460348	"1"	"4.5"	"MZspg"
"ENSDART00000053502.6"	"DXO"	0.0811217916159341	"-1"	"3.5"	"MZspg"
"ENSDART00000053509.6"	"plagx"	0.136570676622224	"1"	"4.0"	"MZspg"
"ENSDART00000053527.6"	"slc34a2b"	0.139747618520518	"1"	"4.0"	"MZspg"
"ENSDART00000053531.5"	"slc2a12"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053535.7"	"arih1l"	0.0852119110654271	"-1"	"4.0"	"MZspg"
"ENSDART00000053542.6"	"rps12"	0.0548760525704809	"1"	"4.5"	"MZspg"
"ENSDART00000053571.6"	"sgms2b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053596.7"	"scamp1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053622.3"	"rnf139"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053681.6"	"rnf24"	0.103087011493028	"1"	"4.5"	"MZspg"
"ENSDART00000053685.6"	"smox"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053702.7"	"ripply3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053750.8"	"acsl2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053754.7"	"has2"	0.0534641395293821	"1"	"4.0"	"MZspg"
"ENSDART00000053761.7"	"bms1"	0.113953677867796	"1"	"4.0"	"MZspg"
"ENSDART00000053763.4"	"dctd"	0.13484574337134	"1"	"4.0"	"MZspg"
"ENSDART00000053794.4"	"banf1"	0.140132894025851	"1"	"4.0"	"MZspg"
"ENSDART00000053797.5"	"slc3a2b"	0.0434692225171485	"1"	"4.5"	"MZspg"
"ENSDART00000053804.8"	"ube4b"	0.111608847303605	"1"	"4.5"	"MZspg"
"ENSDART00000053814.8"	"mtfmt"	0.078578834627633	"-1"	"3.5"	"MZspg"
"ENSDART00000053834.5"	"psmc6"	0.0985933763895245	"1"	"4.5"	"MZspg"
"ENSDART00000053847.6"	"rad51b"	0.0641465252146769	"-1"	"4.5"	"MZspg"
"ENSDART00000053858.7"	"papola"	0.127172321272415	"1"	"4.0"	"MZspg"
"ENSDART00000053863.7"	"kmt2d"	0.0739930929202776	"1"	"4.5"	"MZspg"
"ENSDART00000053868.4"	"aldh9a1b"	0.106602642023967	"1"	"3.5"	"MZspg"
"ENSDART00000053870.6"	"galca"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053880.6"	"tmem242"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053883.7"	"si:dkey-60a16.1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000053892.7"	"si:ch1073-314i13.4"	0.0927619438309113	"1"	"4.0"	"MZspg"
"ENSDART00000053924.5"	"irs2a"	0.0596657202236388	"-1"	"4.0"	"MZspg"
"ENSDART00000053925.6"	"mtmr7a"	0.0960526173674348	"-1"	"3.0"	"MZspg"
"ENSDART00000053936.7"	"pfdn6"	0.120181330043569	"1"	"4.5"	"MZspg"
"ENSDART00000053946.4"	"cxcl12a"	0.0653551357847815	"1"	"4.0"	"MZspg"
"ENSDART00000053963.7"	"mat2ab"	0.132762153182535	"1"	"5.0"	"MZspg"
"ENSDART00000054020.6"	"hivep3b"	0.0281692527266147	"-1"	"3.0"	"MZspg"
"ENSDART00000054026.5"	"rcc1"	0.120988520334347	"1"	"4.0"	"MZspg"
"ENSDART00000054057.6"	"ddrgk1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054064.5"	"zc3h13"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054077.6"	"tpbgb"	0.109220334421827	"1"	"5.0"	"MZspg"
"ENSDART00000054115.5"	"tsc22d3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054183.2"	"gpr137"	0.0993714610716115	"1"	"4.5"	"MZspg"
"ENSDART00000054208.8"	"mtap"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054235.7"	"plrg1"	0.145338224277323	"1"	"3.5"	"MZspg"
"ENSDART00000054237.7"	"ptges3a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054243.5"	"dpf2l"	0.0623645172653137	"1"	"4.5"	"MZspg"
"ENSDART00000054318.5"	"wdr92"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054337.5"	"gpr157"	0.055883225569199	"-1"	"3.0"	"MZspg"
"ENSDART00000054362.7"	"phc2a"	0.124368146931796	"-1"	"3.0"	"MZspg"
"ENSDART00000054363.6"	"si:ch1073-272o11.3"	0.0611802153870683	"1"	"5.0"	"MZspg"
"ENSDART00000054366.8"	"scube2"	0.0831864057069002	"1"	"4.5"	"MZspg"
"ENSDART00000054367.5"	"kdelr2b"	0.120535099535002	"1"	"4.0"	"MZspg"
"ENSDART00000054410.5"	"med19a"	0.14319557652885	"1"	"4.0"	"MZspg"
"ENSDART00000054420.5"	"rad9a"	0.0858498211755222	"-1"	"4.0"	"MZspg"
"ENSDART00000054428.5"	"zgc:112083"	0.0373505804634799	"-1"	"3.5"	"MZspg"
"ENSDART00000054440.7"	"tmem144a"	0.106208659998773	"-1"	"3.5"	"MZspg"
"ENSDART00000054462.8"	"smim19"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054552.8"	"BX005003.1"	0.0530248329477995	"-1"	"4.0"	"MZspg"
"ENSDART00000054575.6"	"tmem192"	0.0623412245732209	"-1"	"4.5"	"MZspg"
"ENSDART00000054591.7"	"bmp15"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054594.7"	"il10rb"	0.142682108029355	"1"	"3.5"	"MZspg"
"ENSDART00000054598.3"	"rtn4rl2b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054605.7"	"aasdhppt"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054619.6"	"prps1b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054626.7"	"hdac3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054653.5"	"mcm3l"	0.136123164514447	"-1"	"3.5"	"MZspg"
"ENSDART00000054659.6"	"ccnq"	0.13823907449353	"-1"	"3.5"	"MZspg"
"ENSDART00000054691.6"	"uba1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054710.6"	"polr1d"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054738.8"	"gid8b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054803.7"	"trpt1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054809.6"	"trappc11"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054822.6"	"nkx3.2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054823.7"	"aurkb"	0.130821919165867	"1"	"4.5"	"MZspg"
"ENSDART00000054848.5"	"pmm2"	0.117091520062624	"1"	"3.5"	"MZspg"
"ENSDART00000054867.6"	"aup1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000054876.7"	"npm1b"	0.147682708755175	"1"	"4.0"	"MZspg"
"ENSDART00000054877.7"	"fgf24"	0.0584708043627781	"1"	"4.5"	"MZspg"
"ENSDART00000054981.5"	"zgc:112980"	0.0764110850012917	"-1"	"4.0"	"MZspg"
"ENSDART00000054987.7"	"actb1"	0.100314340329396	"1"	"4.0"	"MZspg"
"ENSDART00000055009.6"	"uncx4.1"	0.0364744461239198	"1"	"3.5"	"MZspg"
"ENSDART00000055011.7"	"zgc:136472"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055038.4"	"rybpa"	0.0634606021597828	"-1"	"4.5"	"MZspg"
"ENSDART00000055047.7"	"stk16"	0.0644129680299186	"1"	"4.0"	"MZspg"
"ENSDART00000055087.5"	"phlda3"	0.0893994788674748	"1"	"4.0"	"MZspg"
"ENSDART00000055129.4"	"polr3k"	0.136010588115759	"1"	"5.0"	"MZspg"
"ENSDART00000055134.7"	"ogfr"	0.0536069649078029	"1"	"4.5"	"MZspg"
"ENSDART00000055170.4"	"cln3"	0.095774657396586	"-1"	"3.5"	"MZspg"
"ENSDART00000055186.6"	"atp5mf"	0.113211450578433	"1"	"4.5"	"MZspg"
"ENSDART00000055201.5"	"foxk1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055220.5"	"rab30"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055228.7"	"psmc3ip"	0.130639274098846	"-1"	"3.5"	"MZspg"
"ENSDART00000055248.6"	"alkbh7"	0.0543380961828333	"-1"	"4.5"	"MZspg"
"ENSDART00000055252.5"	"timm29"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055259.5"	"nmrk1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055262.3"	"cdk5r1a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055266.9"	"rbbp6"	0.106494253148925	"1"	"4.0"	"MZspg"
"ENSDART00000055279.5"	"snrnp70"	0.0888517408196033	"1"	"4.0"	"MZspg"
"ENSDART00000055287.6"	"fthl31"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055338.6"	"thoc6"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055340.7"	"fus"	0.0480739833881135	"1"	"4.5"	"MZspg"
"ENSDART00000055379.6"	"gdf3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055380.6"	"tubb5"	0.0339982766228866	"1"	"3.5"	"MZspg"
"ENSDART00000055385.4"	"crls1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055393.7"	"med25"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055414.5"	"pex26"	0.0923942206538377	"1"	"4.5"	"MZspg"
"ENSDART00000055430.4"	"ndufa6"	0.104218465410315	"1"	"4.5"	"MZspg"
"ENSDART00000055432.8"	"rbx1"	0.125860964827256	"1"	"4.5"	"MZspg"
"ENSDART00000055473.6"	"grb2b"	0.148116219560048	"1"	"4.5"	"MZspg"
"ENSDART00000055487.6"	"chmp3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055490.7"	"kpna2"	0.0806082756056321	"1"	"4.5"	"MZspg"
"ENSDART00000055491.6"	"smurf2"	0.146832573465009	"-1"	"4.0"	"MZspg"
"ENSDART00000055492.7"	"ddx5"	0.103444468081872	"1"	"4.5"	"MZspg"
"ENSDART00000055500.5"	"ptx4"	0.125537988363441	"-1"	"4.5"	"MZspg"
"ENSDART00000055504.6"	"cyc1"	0.0973343310818959	"1"	"4.5"	"MZspg"
"ENSDART00000055510.6"	"romo1"	0.0796274222500606	"1"	"4.0"	"MZspg"
"ENSDART00000055541.6"	"gskip"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055564.6"	"rprd1b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055566.6"	"xpa"	0.112316578737691	"1"	"4.5"	"MZspg"
"ENSDART00000055609.4"	"atf4b"	0.108347377766564	"1"	"4.5"	"MZspg"
"ENSDART00000055618.6"	"iba57"	0.0987290868174038	"-1"	"4.5"	"MZspg"
"ENSDART00000055619.9"	"phactr4a"	0.143962127652536	"-1"	"3.0"	"MZspg"
"ENSDART00000055676.4"	"zgc:103564"	0.111739604837305	"-1"	"3.0"	"MZspg"
"ENSDART00000055709.5"	"her2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055722.7"	"slc35b1"	0.0978523075514133	"-1"	"3.5"	"MZspg"
"ENSDART00000055737.5"	"tyw3"	0.0458876456317654	"-1"	"4.5"	"MZspg"
"ENSDART00000055742.5"	"nras"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055754.5"	"pkdccb"	0.0758762564955678	"1"	"5.0"	"MZspg"
"ENSDART00000055766.6"	"zgc:113333"	0.00606599560336762	"1"	"5.0"	"MZspg"
"ENSDART00000055767.6"	"e4f1"	0.148120899011978	"-1"	"3.5"	"MZspg"
"ENSDART00000055780.8"	"jpt2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055787.6"	"natd1"	0.0735286390769175	"1"	"4.5"	"MZspg"
"ENSDART00000055810.8"	"rab1ba"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055817.7"	"PIGG"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055834.6"	"phospho1"	0.142934057632597	"1"	"4.5"	"MZspg"
"ENSDART00000055843.4"	"cd151"	0.121089967233659	"1"	"4.0"	"MZspg"
"ENSDART00000055848.7"	"zgc:103559"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055859.5"	"pold1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000055872.5"	"dnajc15"	0.124619588426536	"-1"	"5.0"	"MZspg"
"ENSDART00000055878.7"	"rcl1"	0.137081167042409	"1"	"4.0"	"MZspg"
"ENSDART00000055961.5"	"thg1l"	0.121334310635847	"-1"	"3.5"	"MZspg"
"ENSDART00000055978.7"	"LO018197.1"	0.0909900913602906	"1"	"4.0"	"MZspg"
"ENSDART00000055995.6"	"sagb"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056034.8"	"rpap2"	0.146328864083573	"1"	"5.0"	"MZspg"
"ENSDART00000056035.7"	"pmm1"	0.0593151269056946	"-1"	"3.5"	"MZspg"
"ENSDART00000056074.6"	"entpd4"	0.103394001152274	"-1"	"4.5"	"MZspg"
"ENSDART00000056089.6"	"si:zfos-1505d6.3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056103.8"	"nrp2b"	0.148581371306663	"1"	"4.5"	"MZspg"
"ENSDART00000056121.6"	"mrps35"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056132.7"	"tprkb"	0.122280158739954	"1"	"4.5"	"MZspg"
"ENSDART00000056138.7"	"igsf8"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056180.5"	"cep41"	0.0630172117607293	"-1"	"4.0"	"MZspg"
"ENSDART00000056188.6"	"polr2h"	0.0513595420911048	"1"	"4.5"	"MZspg"
"ENSDART00000056205.7"	"satb1a"	0.0510405101761462	"1"	"4.5"	"MZspg"
"ENSDART00000056213.6"	"pik3r1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056248.5"	"wdr48b"	0.132536468287524	"-1"	"3.5"	"MZspg"
"ENSDART00000056254.5"	"stap2a"	0.128773649385716	"1"	"5.0"	"MZspg"
"ENSDART00000056277.6"	"gigyf2"	0.111666442349004	"-1"	"3.5"	"MZspg"
"ENSDART00000056286.7"	"h1f0"	0.0699086781892018	"1"	"4.5"	"MZspg"
"ENSDART00000056294.5"	"pitrm1"	0.09380974215822	"-1"	"4.0"	"MZspg"
"ENSDART00000056295.8"	"psap"	0.0940774410426621	"1"	"4.5"	"MZspg"
"ENSDART00000056303.7"	"tsr3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056305.5"	"fzd8b"	0.143270068655556	"1"	"5.5"	"MZspg"
"ENSDART00000056319.4"	"cox6c"	0.0855318469235988	"1"	"4.5"	"MZspg"
"ENSDART00000056328.6"	"elovl4b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056381.5"	"crp2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056405.5"	"magoh"	0.12493105745806	"1"	"4.0"	"MZspg"
"ENSDART00000056460.7"	"gbp1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056519.4"	"gpr160"	0.0579775925405086	"1"	"4.0"	"MZspg"
"ENSDART00000056522.6"	"skila"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056523.6"	"hkdc1"	0.111431799917889	"1"	"4.5"	"MZspg"
"ENSDART00000056544.7"	"tox4a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056570.5"	"phf20b"	0.0813827682951329	"-1"	"3.5"	"MZspg"
"ENSDART00000056614.8"	"ubtf"	0.0951241675465681	"1"	"4.5"	"MZspg"
"ENSDART00000056640.4"	"abcf2a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056642.4"	"tmub1"	0.106278170117076	"-1"	"3.0"	"MZspg"
"ENSDART00000056649.4"	"tmem53"	0.0674138776598521	"-1"	"3.0"	"MZspg"
"ENSDART00000056655.5"	"klf17"	0.0671167942952533	"1"	"5.0"	"MZspg"
"ENSDART00000056666.6"	"klhl20"	0.126244843262214	"-1"	"3.5"	"MZspg"
"ENSDART00000056667.7"	"cenpl"	0.12142295158521	"1"	"4.5"	"MZspg"
"ENSDART00000056679.8"	"e2f5"	0.143062856214542	"-1"	"3.0"	"MZspg"
"ENSDART00000056712.6"	"etfdh"	0.122823353774365	"1"	"4.0"	"MZspg"
"ENSDART00000056721.5"	"ldhd"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056723.5"	"gins3"	0.089497523754658	"1"	"5.0"	"MZspg"
"ENSDART00000056734.4"	"setd7"	0.121178808339149	"1"	"4.0"	"MZspg"
"ENSDART00000056745.6"	"acox3"	0.107472855264461	"-1"	"4.0"	"MZspg"
"ENSDART00000056750.8"	"si:ch211-207d6.2"	0.0707886368378031	"1"	"4.5"	"MZspg"
"ENSDART00000056767.6"	"acaa2"	0.121396648168729	"1"	"4.0"	"MZspg"
"ENSDART00000056772.6"	"trim59"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056790.7"	"tmem256"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056801.6"	"msl2a"	0.144562481839566	"1"	"3.5"	"MZspg"
"ENSDART00000056865.6"	"ctnnbip1"	0.137243518676107	"1"	"4.0"	"MZspg"
"ENSDART00000056878.4"	"traf4b"	0.108082932589335	"-1"	"3.0"	"MZspg"
"ENSDART00000056882.4"	"cul3a"	0.145783519899843	"1"	"3.5"	"MZspg"
"ENSDART00000056885.7"	"DPYSL2 (1 of many)"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056893.5"	"pdcd7"	0.111690134415202	"-1"	"3.0"	"MZspg"
"ENSDART00000056896.6"	"dnajb4"	0.134528989117684	"1"	"4.5"	"MZspg"
"ENSDART00000056899.7"	"txndc12"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056921.8"	"csnk1g2a"	0.114790604197046	"-1"	"4.0"	"MZspg"
"ENSDART00000056963.8"	"stk25b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000056987.6"	"marcksl1a"	0.0917010517456205	"1"	"4.0"	"MZspg"
"ENSDART00000057052.4"	"slx4ip"	0.0500277841252222	"-1"	"4.0"	"MZspg"
"ENSDART00000057053.6"	"im:7138239"	0.0572578809552299	"1"	"4.5"	"MZspg"
"ENSDART00000057095.6"	"si:dkey-24p1.1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057124.5"	"tefa"	0.119678343473769	"1"	"4.5"	"MZspg"
"ENSDART00000057159.8"	"cacnb1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057164.5"	"cox16"	0.109676732660137	"1"	"4.0"	"MZspg"
"ENSDART00000057174.7"	"arpc5a"	0.0753192735917544	"1"	"4.5"	"MZspg"
"ENSDART00000057216.8"	"arhgef4"	0.0503036614791594	"-1"	"3.5"	"MZspg"
"ENSDART00000057223.5"	"rhebl1"	0.112520532348609	"1"	"4.0"	"MZspg"
"ENSDART00000057248.7"	"ewsr1b"	0.0975510702207488	"1"	"4.0"	"MZspg"
"ENSDART00000057254.7"	"nfyba"	0.106640448805226	"1"	"4.5"	"MZspg"
"ENSDART00000057290.4"	"prpf38a"	0.125451889442483	"1"	"3.5"	"MZspg"
"ENSDART00000057291.5"	"arrb2a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057305.7"	"thbs3a"	0.091429054550671	"1"	"4.5"	"MZspg"
"ENSDART00000057315.5"	"cep78"	0.112233591848679	"-1"	"5.0"	"MZspg"
"ENSDART00000057377.5"	"arg2"	0.0938340913849278	"1"	"3.5"	"MZspg"
"ENSDART00000057379.6"	"vti1b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057382.5"	"fbln5"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057386.4"	"golga5"	0.0423133522107143	"-1"	"3.5"	"MZspg"
"ENSDART00000057421.4"	"rdh14a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057434.6"	"hook2"	0.135621811374729	"-1"	"3.5"	"MZspg"
"ENSDART00000057466.6"	"ccndbp1"	0.148392426614176	"-1"	"5.5"	"MZspg"
"ENSDART00000057484.5"	"st6gal2a"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057500.6"	"drg1"	0.0641671131122381	"1"	"3.5"	"MZspg"
"ENSDART00000057507.4"	"ssbp1"	0.126735289418793	"1"	"4.5"	"MZspg"
"ENSDART00000057513.5"	"ska1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057519.7"	"zgc:194209"	0.144834321723812	"1"	"3.5"	"MZspg"
"ENSDART00000057528.5"	"cuedc2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057541.7"	"apool"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057565.5"	"sdhaf4"	0.0649852305073721	"1"	"4.5"	"MZspg"
"ENSDART00000057588.6"	"cep68"	0.0679158116557257	"-1"	"3.5"	"MZspg"
"ENSDART00000057590.5"	"dmrta2"	0.0293515797745982	"1"	"5.5"	"MZspg"
"ENSDART00000057601.6"	"snrpb2"	0.117444619652947	"1"	"4.0"	"MZspg"
"ENSDART00000057612.5"	"rgs17"	0.0553659724038853	"-1"	"4.5"	"MZspg"
"ENSDART00000057624.6"	"zgc:110353"	0.146306890802654	"1"	"4.5"	"MZspg"
"ENSDART00000057638.4"	"hk1"	0.0955073011997521	"1"	"4.5"	"MZspg"
"ENSDART00000057642.6"	"acbd6"	0.14449616268111	"1"	"3.5"	"MZspg"
"ENSDART00000057644.7"	"lhx4"	0.0777454198943116	"1"	"4.0"	"MZspg"
"ENSDART00000057645.6"	"qsox1"	0.125264354849186	"-1"	"4.5"	"MZspg"
"ENSDART00000057689.4"	"bag3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057700.6"	"naa20"	0.0996628479713797	"1"	"4.0"	"MZspg"
"ENSDART00000057732.7"	"ap1m3"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057733.6"	"zgc:153119"	0.096754349497466	"-1"	"4.0"	"MZspg"
"ENSDART00000057774.5"	"mrps6"	0.038917990461353	"1"	"4.5"	"MZspg"
"ENSDART00000057810.6"	"emx1"	0.138576323969434	"1"	"3.5"	"MZspg"
"ENSDART00000057823.7"	"pa2g4a"	0.104299703145792	"1"	"3.5"	"MZspg"
"ENSDART00000057825.5"	"cfd"	NA	"0"	" NA"	"MZspg"
"ENSDART00000057865.4"	"ier3ip1"	0.104819865448838	"1"	"4.5"	"MZspg"
"ENSDART00000057880.5"	"poll"	0.0896414820341861	"-1"	"3.5"	"MZspg"
"ENSDART00000057957.4"	"itm2cb"	0.103313563583804	"-1"	"3.0"	"MZspg"
"ENSDART00000057980.6"	"tsta3"	0.139764359049795	"1"	"4.5"	"MZspg"
"ENSDART00000057983.5"	"mrpl38"	0.0913886074050686	"1"	"5.5"	"MZspg"
"ENSDART00000057986.7"	"TSTA3 (1 of many)"	0.142895321533962	"1"	"4.5"	"MZspg"
"ENSDART00000058020.7"	"helb"	0.0760679518622494	"1"	"4.0"	"MZspg"
"ENSDART00000058036.6"	"emx2"	0.0707978295111953	"1"	"5.0"	"MZspg"
"ENSDART00000058056.5"	"mrps26"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058059.7"	"OSBPL8"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058093.7"	"ldlrap1b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058099.6"	"si:ch73-308m11.1"	0.0763491244239213	"-1"	"4.0"	"MZspg"
"ENSDART00000058111.6"	"grin3ba"	0.081389763817334	"-1"	"3.5"	"MZspg"
"ENSDART00000058147.5"	"dync2li1"	0.0649666014524752	"1"	"5.0"	"MZspg"
"ENSDART00000058221.7"	"dcaf7"	0.137888735398384	"1"	"4.5"	"MZspg"
"ENSDART00000058238.7"	"tjap1"	0.0807044267760499	"-1"	"4.5"	"MZspg"
"ENSDART00000058258.4"	"gng5"	0.141419474667012	"1"	"4.0"	"MZspg"
"ENSDART00000058289.7"	"dusp22b"	0.0938694647638614	"-1"	"3.5"	"MZspg"
"ENSDART00000058290.6"	"dhdds"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058324.6"	"rpz4"	0.126061557118528	"1"	"5.5"	"MZspg"
"ENSDART00000058325.4"	"lamtor2"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058336.5"	"arpp19b"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058346.7"	"c1qbp"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058351.7"	"gnpnat1"	NA	"0"	" NA"	"MZspg"
"ENSDART00000058380.6"	"rbm42"	0.0641325139599851	"1"	"4.0"	"MZspg"
"ENSDART00000058383.5"	"tmem147"	0.148378459660321	"1"	"4.0"	"MZspg"
"ENSDART00000058400.7"	"lamb4"	0.0788771473665563	"1"	"5.5"	"MZspg"
"ENSDART00000058407.6"	"slc25a33"	0.053494627843047	"-1"	"4.0"	"MZspg"
"ENSDART00000058411.6"	"hlcs"	0.0834188568301192	"1"	"4.0"	"MZspg"
"ENSDART00000058424.5"	"tent5ba"	0.122067473288714	"1"	"3.5"	"MZspg"
